"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"10580",1.244,-1.087,-1.124,-0.248,-0.85,-0.473,0.239,0.221,0.107,1.474,2,23,2
"10581",0.519,0.148,1.833,2.531,1.419,1.977,0.239,0.747,-0.285,-0.011,3,33,2
"10582",1.206,-0.742,-1.361,0.642,-1.161,-0.614,0.468,0.484,0.042,1.438,2,23,2
"10583",0.215,0.557,0.414,2.051,0.423,1.804,-0.579,1.536,1.196,0.057,3,13,2
"10584",0.358,0.539,2.07,2.56,1.648,1.695,-1.594,1.229,1.371,-0.08,3,13,2
"10585",1.524,0.457,-0.178,0.323,-0.165,0.548,-0.154,1.493,0.891,1.711,2,32,1
"10586",0.21,0.684,-0.178,1.975,0.554,1.741,-0.612,1.449,1.262,0.041,3,13,2
"10587",1.491,-0.787,-0.651,0.799,-0.556,-0.46,0.631,-0.042,-0.394,2.088,2,38,1
"10588",0.588,-0.015,1.597,-0.444,0.113,1.254,0.86,0.308,-0.917,-0.409,3,13,2
"10589",0.933,-0.251,-1.124,-0.072,0.162,-1.18,0.599,0.747,0.042,0.722,2,32,1
"10590",0.284,0.73,1.005,2.127,1.534,1.591,-1.495,1.449,1.719,-0.039,3,13,2
"10591",1.529,-0.333,-0.414,0.461,0.064,-0.464,0.959,0.44,-0.46,2.188,2,38,1
"10592",0.547,0.003,1.242,0.061,-0.165,1.278,0.828,0.572,-0.634,-0.284,3,13,2
"10593",0.547,0.621,2.425,-0.353,-0.867,1.044,-2.248,1.098,1.676,-0.427,3,13,2
"10594",1.381,-0.369,-0.178,0.094,-0.932,-0.653,1.057,0.221,-0.656,1.927,2,32,2
"10595",0.315,0.521,1.478,1.775,1.975,1.47,-1.103,1.449,1.262,-0.004,3,13,2
"10596",0.947,-0.306,-0.059,-0.272,0.26,-1.198,1.089,0.308,-0.699,1.002,2,32,1
"10597",0.66,0.793,-1.242,0.332,0.701,0.655,-0.154,1.142,0.87,-0.235,3,34,2
"10598",1.335,-0.588,-0.059,-0.082,-0.687,0.508,0.991,-0.218,-0.874,2.084,2,33,7
"10599",0.366,0.539,1.242,-0.653,-0.426,0.968,-1.005,1.493,1.284,-0.229,3,13,2
"10600",1.563,-0.179,0.532,0.237,0.358,-0.525,1.122,0.308,-0.83,2.344,2,38,2
"10601",1.079,0.275,-0.651,-0.939,-0.899,0.397,0.271,1.273,0.521,2.187,2,23,1
"10602",1.555,-0.206,-0.178,2.06,0.309,-0.383,0.959,0.572,-0.438,2.313,2,38,1
"10603",0.088,0.584,0.532,0.437,0.587,1.467,-0.743,1.536,1.284,0.25,3,13,2
"10604",1.283,0.53,-0.651,-0.072,-0.834,0.1,-0.121,1.405,0.891,2.202,2,32,1
"10605",1.263,-0.515,0.177,-0.939,-0.932,0.589,1.122,-0.305,-1.026,2.253,2,33,7
"10606",1.302,-0.288,1.36,-0.567,-1.438,-0.816,1.319,-0.481,-1.571,2.015,2,25,2
"10607",1.378,-0.451,0.177,-0.796,-1.014,0.49,1.155,-0.13,-1.004,2.266,2,35,7
"10608",1.263,-0.597,0.177,-1.081,-0.834,0.597,1.024,-0.437,-1.026,2.28,2,33,7
"10609",0.203,0.139,0.532,-0.272,-0.965,0.994,0.5,1.098,0.042,0.006,3,13,2
"10610",1.405,-0.488,-0.296,-0.939,-0.932,0.456,0.991,0.089,-0.699,2.289,2,35,7
"10611",1.347,-0.678,-0.178,-0.939,-0.752,0.519,0.893,-0.305,-0.808,2.295,2,35,7
"10612",1.031,-0.088,-1.006,-0.939,-0.834,0.396,0.631,0.879,0.107,2.304,2,19,1
"10613",1.45,0.875,0.769,1.808,-0.85,-0.189,-1.626,1.273,1.828,2.322,2,33,1
"10614",1.287,0.503,-0.414,0.904,1.354,-0.06,-0.121,1.449,0.913,2.345,2,32,1
"10615",0.406,0.575,1.833,-0.444,-0.638,0.548,-1.495,1.361,1.458,0.03,3,13,2
"10616",-0.092,0.139,0.65,-0.053,-0.263,1.33,0.5,1.098,0.02,0.351,3,13,2
"10617",1.314,-0.242,0.65,-0.125,-1.21,-0.797,1.188,0.133,-1.004,2.275,2,32,2
"10618",1.211,0.357,0.532,0.323,0.832,-0.06,-0.088,1.449,0.695,2.422,2,32,1
"10619",-0.116,0.403,0.414,-0.072,-0.099,1.229,-0.187,1.493,0.826,0.338,3,13,2
"10620",0.306,0.421,2.07,0.004,-0.981,0.485,-1.037,1.186,0.891,0.115,3,13,2
"10621",1.5,0.321,-0.532,2.76,3.052,-0.493,0.206,1.317,0.586,2.549,2,33,2
"10622",0.887,0.148,-1.006,0.032,-0.148,-1.2,0.402,1.098,0.368,1.725,2,22,1
"10623",1.05,-0.697,0.296,-0.31,-0.605,0.347,0.926,-0.744,-1.113,2.534,2,23,1
"10624",0.866,0.112,-0.769,-0.072,-0.295,-1.212,0.5,1.098,0.281,1.774,2,22,1
"10625",1.438,0.176,-0.296,2.374,-0.491,-0.637,0.435,1.229,0.303,2.688,2,33,1
"10626",0.859,0.212,-0.887,0.004,-0.344,-1.18,0.37,1.186,0.434,1.859,2,22,2
"10627",1.019,-0.297,0.296,0.908,-3.218,-1.053,1.155,0.133,-0.895,2.118,2,22,2
"10628",1.405,-0.161,-0.887,2.174,-0.72,-0.717,0.697,0.835,-0.002,2.735,2,33,1
"10629",-0.31,0.412,-0.178,-0.177,-0.507,0.985,-0.056,1.449,0.804,0.439,3,11,5
"10630",0.976,-1.078,-1.006,-0.653,-0.785,0.053,0.239,0.133,0.042,2.667,2,22,1
"10631",1.302,-0.787,0.296,-0.168,-0.671,0.377,0.795,-0.919,-1.091,2.741,2,39,1
"10632",-0.353,0.148,-0.887,-0.567,-0.703,0.955,0.435,1.142,0.347,0.516,3,2,5
"10633",-0.374,0.112,-0.769,-0.763,-0.818,0.937,0.5,1.098,0.281,0.567,3,2,5
"10634",-0.341,-0.179,-0.532,-0.51,-0.965,0.671,0.828,0.703,-0.22,0.478,3,11,2
"10635",0.212,0.403,-0.059,1.175,-0.948,-0.214,-0.023,1.449,0.782,-0.69,3,13,2
"10636",-0.118,0.076,-0.296,0.061,-0.05,1.456,0.631,1.098,0.107,0.912,3,11,2
"10637",1.127,0.53,0.887,0.389,0.505,-0.573,-0.776,1.536,1.218,2.877,2,22,2
"10638",-0.128,0.303,1.242,0.032,0.325,0.146,-0.088,1.273,0.477,-0.006,3,10,2
"10639",-0.302,0.384,1.005,0.456,1.06,0.221,-0.318,1.449,0.761,0.165,3,2,3
"10640",-0.343,0.321,0.65,0.389,0.783,0.229,0.01,1.405,0.586,0.196,3,2,3
"10641",-0.326,0.348,1.124,0.275,0.897,0.189,-0.252,1.361,0.652,0.142,3,2,3
"10642",-0.276,0.394,1.36,-0.125,-0.344,0.113,-0.514,1.405,0.804,0.034,3,2,3
"10643",0.04,0.257,0.296,0.637,-1.291,-0.267,0.239,1.361,0.434,-0.554,3,13,2
"10644",-0.341,0.412,1.124,0.07,0.799,0.14,-0.481,1.449,0.848,0.093,3,2,3
"10645",1.33,-1.214,-0.769,-0.272,-0.671,0.084,0.042,-0.042,0.085,3.051,2,22,1
"10646",-0.468,-0.115,-0.651,-1.081,-0.834,0.798,0.762,0.835,-0.067,0.776,3,20,2
"10647",-0.425,0.176,-0.178,0.137,-0.426,0.296,0.435,1.229,0.303,0.344,3,2,3
"10648",-0.453,0.312,-0.296,-0.444,-0.622,0.368,0.173,1.361,0.586,0.455,3,2,5
"10649",-0.448,0.303,-0.178,-0.31,-0.589,0.348,0.206,1.361,0.565,0.429,3,2,5
"10650",-0.446,0.275,-0.178,-0.177,-0.573,0.328,0.239,1.361,0.499,0.402,3,2,5
"10651",0.945,-1.087,-0.769,-0.763,-0.72,-0.46,0.239,0.002,-0.046,3.08,2,22,1
"10652",-0.468,0.121,-0.414,-0.044,-0.458,0.235,0.533,1.142,0.216,0.301,3,2,3
"10653",-0.475,0.13,0.177,-0.248,-0.148,0.174,0.533,1.142,0.107,0.221,3,2,3
"10654",-0.456,0.357,0.769,-0.491,0.015,0.094,-0.187,1.449,0.695,0.114,3,2,3
"10655",-0.496,0.094,-0.059,-0.367,-0.295,0.165,0.599,1.098,0.085,0.227,3,2,3
"10656",-0.094,0.312,1.124,1.027,-1.569,-0.381,-0.088,1.317,0.499,-0.52,3,3,2
"10657",1.294,-1.014,-0.059,0.946,-0.475,-0.109,0.337,-0.656,-0.525,3.135,2,22,1
"10658",-0.496,0.303,-0.887,-0.796,-0.899,0.384,0.239,1.273,0.565,0.525,3,2,3
"10659",-0.082,0.521,1.478,-0.082,-1.161,-0.546,-1.103,1.449,1.262,-0.735,3,3,2
"10660",-0.03,0.43,-0.059,-0.939,-0.818,-0.633,-0.088,1.493,0.848,-0.882,3,3,2
"10661",-0.523,-0.588,-1.242,-0.939,-0.834,0.611,0.566,0.528,-0.002,0.824,3,20,6
"10662",-0.506,0.166,-1.006,-0.939,-0.883,0.418,0.402,1.098,0.39,0.584,3,2,3
"10663",-0.516,0.848,-0.414,-1.081,-0.834,0.432,-0.743,1.317,1.327,0.617,3,17,3
"10664",-0.518,-0.933,-1.242,-0.653,-0.801,0.598,0.37,0.352,0.063,0.836,3,17,6
"10665",-0.542,-0.706,-1.361,-0.796,-0.834,0.533,0.435,0.528,0.085,0.756,3,17,6
"10666",-0.585,-0.033,-1.479,-1.081,-0.834,0.023,0.402,0.922,0.325,0.127,3,17,6
"10667",-0.132,0.521,1.833,-0.367,-1.504,-0.628,-1.299,1.317,1.262,-0.717,3,3,2
"10668",-0.089,0.475,0.887,-0.653,-1.21,-0.653,-0.579,1.536,1.044,-0.752,3,3,2
"10669",-0.547,0.203,-0.532,-1.081,-0.834,0.238,0.402,1.229,0.39,0.429,3,17,6
"10670",-0.547,0.157,-0.532,-1.081,-0.834,0.217,0.468,1.186,0.325,0.403,3,17,6
"10671",-0.583,0.294,0.059,-1.081,-0.834,-0.078,0.206,1.361,0.521,0.044,3,17,6
"10672",-0.563,-0.769,-1.597,-1.081,-0.834,0.189,0.337,0.615,0.238,0.385,3,17,6
"10673",-0.583,-0.769,-1.361,-1.081,-0.834,0.125,0.435,0.484,0.063,0.309,3,17,6
"10674",-0.547,-1.396,-0.414,-0.939,-0.736,0.203,-0.35,-0.174,0.303,0.421,3,17,6
"10675",-0.571,-1.223,-0.532,-0.939,-0.801,0.117,-0.023,-0.218,0.042,0.318,3,17,6
"10676",-0.58,1.584,-1.242,-1.081,-0.834,-0.179,-0.252,0.572,0.673,-0.032,3,17,6
"10677",-0.444,0.43,2.07,-0.177,0.391,-0.439,-1.005,1.229,0.935,-0.337,3,3,2
"10678",-0.089,0.039,-0.887,1.061,-1.21,-0.861,0.566,1.01,0.194,-0.737,3,34,2
"10679",-0.276,0.403,1.242,-0.653,-1.7,-0.763,-0.514,1.405,0.848,-0.616,3,3,2
"10680",-0.618,-1.114,-1.597,-1.081,-0.834,-0.368,0.206,0.572,0.303,-0.125,3,17,6
"10681",1.33,-1.341,-0.059,1.808,1.909,-0.426,-0.416,-0.569,0.107,3.481,2,24,1
"10682",1.237,-0.724,0.059,1.241,1.289,-0.577,0.86,-0.569,-0.961,3.485,2,22,1
"10683",-0.29,-0.987,-0.414,1.451,0.113,0.945,0.37,-0.349,-0.372,1.224,3,10,1
"10684",-0.621,0.793,0.059,-0.882,-0.703,-0.574,-0.972,1.405,1.48,-0.275,3,2,6
"10685",-0.374,-1.396,0.414,-0.477,-0.328,0.285,-0.776,-0.919,0.172,0.676,3,11,2
"10686",-0.398,-1.332,-1.124,0.061,0.26,-0.028,0.01,0.308,0.347,0.338,3,11,2
"10687",-0.286,-0.651,-0.296,1.284,-0.442,0.89,0.86,-0.13,-0.677,1.103,3,10,1
"10688",-0.535,-0.915,-0.296,-1.081,-0.834,-0.21,0.5,-0.349,-0.481,0.17,3,10,2
"10689",-0.185,0.23,-0.651,-0.353,-0.54,-0.928,0.337,1.229,0.456,-0.746,3,34,2
"10690",-0.338,-1.114,-0.296,-0.491,-0.214,0.595,0.141,-0.393,-0.22,0.946,3,10,2
"10691",-0.652,1.774,-0.414,-1.081,-0.834,-0.7,-0.547,-0.086,0.499,-0.238,3,10,6
"10692",-0.353,0.512,0.414,0.437,1.893,-1.069,-0.481,1.536,1.109,-0.714,3,3,2
"10693",-0.278,-0.969,0.177,1.137,-2.091,0.884,0.402,-0.876,-0.743,1.029,3,10,1
"10694",-0.286,-1.178,0.296,0.07,0.456,0.252,-0.154,-1.095,-0.416,0.701,3,11,2
"10695",-0.714,0.33,1.005,-0.939,-0.801,-1.049,-0.121,1.361,0.586,-0.413,3,17,6
"10696",-0.745,-0.533,-1.124,-0.939,-1.063,-1.02,0.631,0.484,-0.111,-0.382,3,17,6
"10697",-0.741,0.384,-0.887,-0.939,-0.883,-1.142,0.141,1.273,0.652,-0.527,3,17,6
"10698",-0.18,-1.232,0.769,0.937,-1.634,0.881,-0.514,-1.533,-0.438,0.932,3,10,1
"10699",0.935,-0.442,-0.769,0.204,-0.36,-1.05,0.828,0.396,-0.329,3.651,2,23,1
"10700",-0.211,1.62,1.242,-0.491,0.195,0.427,-2.117,-1.183,0.913,0.71,3,24,2
"10701",-0.487,1.429,0.059,-0.763,-0.377,-0.795,-1.299,0.265,1.218,-0.167,3,10,2
"10702",0.969,-0.542,-0.769,1.042,-0.377,-0.974,0.762,0.308,-0.329,3.818,2,23,1
"10703",-0.089,-1.269,0.887,0.661,-1.308,0.88,-0.677,-1.621,-0.372,0.86,3,10,1
"10704",0.983,-0.724,-0.887,1.156,-0.034,-0.974,0.631,0.177,-0.285,3.856,2,23,1
"10705",0.952,-0.442,-1.006,0.937,-0.393,-1.005,0.73,0.528,-0.155,3.81,2,23,1
"10706",0.14,-1.332,-0.651,1.86,0.407,1.243,-0.154,-0.042,0.238,1.075,3,10,1
"10707",-0.446,-1.378,-1.006,-0.168,-0.099,-0.858,-0.088,0.265,0.368,-0.268,3,11,2
"10708",0.018,-1.114,1.36,0.513,-0.834,0.271,-0.318,-2.323,-1.113,0.536,3,24,2
"10709",-0.381,-1.078,-0.532,-1.081,-0.834,-0.445,0.239,-0.218,-0.176,0.196,3,11,2
"10710",0.205,-1.296,-0.769,1.418,-0.475,1.225,-0.088,-0.042,0.194,0.952,3,10,1
"10711",0.15,-1.024,-0.178,-0.168,-0.491,0.26,0.304,-0.612,-0.481,0.397,3,13,2
"10712",-0.393,0.457,-1.715,-0.629,-0.72,-0.713,0.173,0.966,0.543,-0.167,3,11,3
"10713",-0.401,0.285,-1.124,-0.677,-0.752,-0.726,0.271,1.186,0.521,-0.196,3,11,3
"10714",-0.101,-0.778,0.177,-1.081,-0.834,0.021,0.795,-0.7,-0.982,0.317,3,10,2
"10715",-0.381,-0.878,-0.887,-0.353,-0.638,-0.549,0.5,0.089,-0.198,0.02,3,11,6
"10716",-0.41,-0.606,-1.242,-0.763,-0.834,-0.613,0.533,0.528,0.02,-0.062,3,11,6
"10717",-0.408,0.257,-1.361,-0.763,-0.801,-0.737,0.271,1.098,0.499,-0.226,3,11,3
"10718",-0.425,-1.114,-0.296,0.332,-0.214,-1.005,0.141,-0.393,-0.22,-0.663,3,11,2
"10719",-0.314,-1.024,-0.414,-0.177,-0.703,-0.448,0.304,-0.393,-0.329,0.126,3,11,6
"10720",-0.413,-1.232,-1.479,-1.081,-0.834,-0.675,0.141,0.528,0.347,-0.174,3,11,6
"10721",0.145,-0.351,0.177,-0.939,-0.752,0.881,1.155,0.089,-0.895,0.54,3,24,2
"10722",-0.42,-0.569,-1.006,-1.081,-0.834,-0.722,0.631,0.44,-0.133,-0.256,3,11,6
"10723",-0.437,-0.469,-0.651,-0.939,-0.932,-0.728,0.86,0.308,-0.416,-0.283,3,11,6
"10724",-0.448,-0.288,-0.769,-1.081,-0.834,-0.746,0.795,0.615,-0.198,-0.31,3,4,6
"10725",-0.465,-0.324,-0.769,-1.081,-0.834,-0.749,0.795,0.572,-0.22,-0.336,3,11,6
"10726",-0.47,-0.578,-0.769,-0.939,-0.85,-0.733,0.762,0.265,-0.329,-0.334,3,11,6
"10727",-0.525,-0.133,-0.887,-1.081,-0.834,-0.765,0.664,0.835,0.02,-0.459,3,11,6
"10728",-0.858,0.53,-1.479,-1.081,-0.834,-1.021,0.108,1.054,0.63,-1.041,3,14,6
"10729",-0.848,-0.36,0.296,-0.939,-0.769,-0.999,1.188,-0.042,-1.026,-1.003,3,14,6
"10730",-0.724,1.066,2.661,-0.653,0.015,-1.038,-3.917,-0.086,2.438,-1.084,3,10,3
"10731",-0.779,-0.578,-0.887,-0.796,-0.997,-1.248,0.73,0.308,-0.307,-1.025,3,4,6
"10732",0.282,-1.214,0.769,0.194,0.048,0.788,-0.448,-1.577,-0.503,0.245,3,33,2
"10733",-0.86,-0.297,-0.296,-1.081,-0.834,-0.977,0.959,0.44,-0.46,-0.987,3,14,6
"10734",0.279,1.792,0.177,0.061,0.031,0.925,-0.874,-0.612,0.434,0.317,3,33,2
"10735",0.011,-0.597,0.65,-1.081,-0.834,0.106,1.155,-0.919,-1.462,-0.037,3,10,2
"10736",-0.638,-0.161,0.65,-1.081,-0.834,-0.829,1.122,0.352,-0.852,-0.639,3,4,6
"10737",-0.417,-0.933,0.296,-0.477,-0.116,-0.664,0.468,-1.007,-0.895,-0.399,3,11,2
"10738",-0.678,-0.578,-0.532,-0.939,-1.095,-0.827,0.86,0.089,-0.547,-0.654,3,11,6
"10739",-0.772,-0.379,0.177,-0.215,-0.703,-1.226,1.155,0.002,-0.917,-1.056,3,4,6
"10740",-0.846,-0.033,-1.834,-0.567,-0.703,-1.294,0.239,0.835,0.434,-1.287,3,2,6
"10741",-0.875,1.465,-1.242,-1.081,-0.834,-0.841,-0.252,0.703,0.739,-0.845,3,14,6
"10742",-0.901,0.375,0.296,-0.763,-0.507,-1.248,-0.056,1.493,0.739,-1.252,3,2,6
"10743",-0.891,0.457,0.177,-0.677,-0.426,-1.248,-0.252,1.536,0.935,-1.276,3,2,6
"10744",-0.867,0.394,-0.296,-1.081,-0.834,-0.847,0.042,1.449,0.761,-0.849,3,14,6
"10745",0.31,-0.678,1.005,-0.248,0.146,0.408,1.057,-1.402,-1.723,-0.217,3,10,2
"10746",0.205,-0.479,-1.242,-0.629,-0.573,0.286,0.566,0.615,0.02,-0.247,3,10,2
"10747",-0.159,1.747,-1.006,-0.225,-0.72,-0.134,-0.252,0.308,0.543,-0.163,3,11,3
"10748",-0.283,-0.606,1.715,-0.796,-0.475,-0.22,1.188,-1.928,-2.268,-0.105,3,3,3
"10749",0.389,-0.515,-0.414,0.637,0.913,0.708,0.926,0.133,-0.547,-0.087,3,10,2
"10750",-0.271,0.92,0.414,-0.51,-0.018,-0.301,-1.397,1.229,1.719,-0.042,3,11,3
"10751",-0.906,-0.642,-0.769,-1.081,-0.834,-1.222,0.697,0.221,-0.329,-1.127,3,14,6
"10752",-0.894,0.875,0.414,-0.653,-0.458,-1.243,-1.365,1.317,1.698,-1.347,3,2,6
"10753",-0.882,-1.387,-0.296,-0.939,-0.703,-0.816,-0.383,-0.305,0.281,-0.787,3,10,6
"10754",-0.848,0.839,-1.006,-1.081,-0.834,-0.906,-0.318,1.186,1.022,-0.817,3,14,6
"10755",-0.891,-1.178,-0.296,-1.081,-0.834,-1.212,0.01,-0.481,-0.155,-1.122,3,10,6
"10756",0.433,-0.687,0.296,0.708,1.207,0.767,0.959,-0.656,-1.091,-0.103,3,10,2
"10757",-0.188,-0.406,0.296,-0.367,0.178,-0.124,1.188,-0.086,-1.004,-0.215,3,11,3
"10758",-0.875,-1.251,-0.532,-0.939,-0.736,-1.198,-0.056,-0.218,0.063,-1.115,3,10,6
"10759",-0.884,-1.06,0.059,-0.882,-0.785,-1.212,0.206,-0.876,-0.547,-1.141,3,10,6
"10760",0.191,0.521,-0.296,-0.882,-1.046,1.306,-0.252,1.493,1,0.367,3,32,2
"10761",-0.709,-0.651,0.532,-0.072,0.244,-0.678,1.057,-0.876,-1.331,-0.647,3,10,6
"10762",-0.731,-0.815,-0.414,-0.168,0.097,-0.691,0.664,-0.262,-0.547,-0.663,3,10,6
"10763",-0.803,-1.005,1.124,-0.567,-0.165,-0.765,0.173,-1.972,-1.288,-0.715,3,10,6
"10764",-0.832,1.138,-1.006,-0.939,-0.818,-0.942,-0.481,0.966,1.022,-0.791,3,10,6
"10765",-0.817,1.693,-1.242,-0.939,-0.785,-0.986,-0.154,0.528,0.565,-0.845,3,10,6
"10766",-0.848,-1.06,-0.532,-0.796,-0.671,-1.091,0.271,-0.262,-0.22,-0.977,3,10,6
"10767",-0.865,-1.423,-1.006,-0.796,-0.736,-1.149,-0.121,0.308,0.434,-1.055,3,10,6
"10768",-0.863,-1.314,-0.769,-0.796,-0.687,-1.18,-0.088,0.045,0.238,-1.106,3,10,6
"10769",-0.834,1.02,0.769,-0.367,-0.05,-1.165,-1.954,0.966,1.915,-1.252,3,2,6
"10770",-0.166,-0.406,-0.651,0.004,-0.393,-0.043,0.86,0.396,-0.372,-0.299,3,11,3
"10771",-0.197,-0.297,-0.651,-0.215,0.162,-0.076,0.828,0.572,-0.242,-0.277,3,11,3
"10772",-0.707,-0.969,0.887,0.032,0.26,-0.659,0.337,-1.665,-1.222,-0.625,3,10,6
"10773",-0.848,-1.26,0.532,-0.653,-0.638,-0.849,-0.481,-1.226,-0.263,-0.726,3,10,6
"10774",-0.81,1.747,0.296,-0.796,-0.671,-0.978,-1.005,-0.569,0.543,-0.838,3,10,6
"10775",-0.827,-1.214,0.532,-0.629,-0.801,-1.06,-0.318,-1.226,-0.394,-0.943,3,10,6
"10776",-0.855,-0.424,-0.769,-0.629,-0.638,-1.171,0.828,0.44,-0.329,-1.117,3,10,6
"10777",-0.805,-1.123,1.124,-0.51,-0.377,-1.067,-0.285,-2.016,-0.961,-0.958,3,10,6
"10778",-0.968,0.975,0.532,-0.882,-0.703,-1.158,-1.626,1.142,1.806,-1.201,3,14,6
"10779",-0.389,-0.706,0.769,-0.939,-0.72,-0.141,0.991,-1.183,-1.484,-0.238,3,3,3
"10780",-0.702,-1.205,1.597,-0.248,0.358,-0.749,-0.743,-2.454,-0.895,-0.639,3,10,6
"10781",-0.743,-1.269,2.07,-0.367,0.08,-0.814,-1.299,-3.025,-0.852,-0.666,3,10,6
"10782",-0.769,-1.332,1.715,-0.367,-0.393,-0.857,-1.397,-2.542,-0.46,-0.692,3,10,6
"10783",-0.343,0.73,1.597,-0.653,-0.36,-0.203,-1.954,1.317,1.872,-0.176,3,3,3
"10784",-0.379,-0.996,-0.651,-0.053,-0.197,-0.392,0.37,-0.174,-0.242,-0.163,3,11,2
"10785",-0.628,-1.151,1.478,0.032,0.864,-0.7,-0.481,-2.411,-1.07,-0.593,3,10,6
"10786",-0.666,-1.26,1.36,-0.125,0.603,-0.742,-0.874,-2.235,-0.634,-0.614,3,10,6
"10787",-0.719,1.647,1.478,-0.367,-0.05,-0.909,-2.183,-1.402,0.804,-0.761,3,10,3
"10788",-0.674,-1.369,1.715,-0.31,0.26,-0.986,-1.528,-2.454,-0.307,-0.861,3,3,3
"10789",-0.999,-0.142,-0.178,-1.081,-0.834,-1.112,0.926,0.703,-0.329,-1.117,3,3,6
"10790",-0.288,0.82,0.65,-0.367,0.57,-0.221,-1.397,1.361,1.719,-0.158,3,3,3
"10791",-0.999,1.411,-0.059,-0.882,-0.801,-1.091,-1.266,0.308,1.24,-1.117,3,14,6
"10792",-0.532,-0.996,-0.769,0.642,-0.458,-0.577,0.37,-0.086,-0.176,-0.48,3,11,2
"10793",-0.889,-0.533,1.242,-0.653,-0.181,-1.05,1.253,-1.226,-1.854,-0.995,3,3,6
"10794",-0.7,0.748,0.059,-0.677,-0.573,-0.876,-0.874,1.449,1.436,-0.758,3,3,3
"10795",-0.978,-0.469,1.242,-0.939,-0.687,-1.06,1.319,-1.051,-1.832,-1.069,3,3,6
"10796",-1.002,1.093,0.296,-0.939,-0.834,-1.099,-1.594,0.922,1.719,-1.117,3,14,6
"10797",-0.283,-0.479,0.296,-0.215,-0.001,0.02,1.155,-0.262,-1.07,-0.436,3,11,3
"10798",-0.674,-0.815,-0.887,-0.51,-0.426,-0.715,0.533,0.133,-0.22,-0.548,3,11,3
"10799",-0.255,0.239,-0.178,-0.796,-0.703,0.1,0.304,1.317,0.434,-0.517,3,11,2
"10800",-0.417,-0.697,2.188,-0.677,-0.295,-0.028,0.926,-2.805,-2.66,-0.388,3,3,3
"10801",-0.444,0.63,2.543,-0.763,-0.279,-0.125,-2.346,1.054,1.719,-0.273,3,3,3
"10802",-0.331,0.793,-1.006,0.546,1.289,-0.269,-0.285,1.229,1,-0.057,3,11,2
"10803",-0.645,-1.033,0.177,-0.353,-0.23,-0.684,0.271,-0.919,-0.634,-0.525,3,11,3
"10804",-0.513,0.512,1.478,-0.939,-0.752,-0.093,-1.005,1.449,1.218,-0.312,3,3,3
"10805",-0.298,-0.996,-1.006,-0.272,-0.295,0.053,0.337,0.177,-0.024,-0.484,3,3,3
"10806",-0.329,-0.697,1.597,-0.444,0.391,0.035,1.024,-2.06,-2.159,-0.467,3,3,3
"10807",-0.578,-0.569,1.124,-0.939,-0.834,-0.036,1.22,-1.183,-1.767,-0.403,3,3,3
"10808",0.018,0.448,0.296,-1.081,-0.834,1.013,-0.252,1.536,0.935,-0.117,3,4,2
"10809",-0.111,-0.533,-0.414,-1.081,-0.834,0.42,0.926,0.133,-0.569,-0.776,3,10,2
"10810",0.21,-0.742,0.296,0.032,0.162,1.157,0.86,-0.788,-1.091,0.075,3,10,2
"10811",-0.178,0.43,-0.532,-1.081,-0.834,0.211,0.01,1.405,0.782,-0.909,3,11,2
"10812",-0.36,0.475,1.124,-0.477,-0.132,-0.295,-0.677,1.493,1.087,-0.132,3,3,3
"10813",0.181,0.503,1.715,0.032,1.191,0.703,-1.136,1.405,1.196,-0.495,3,4,2
"10814",-0.3,-0.406,-0.769,-0.177,-0.475,0.029,0.828,0.44,-0.307,-0.828,3,11,2
"10815",-0.657,-0.66,1.715,-0.796,-0.752,-0.179,1.057,-2.104,-2.943,-0.447,3,3,3
"10816",-0.599,0.693,1.242,-0.653,-0.246,-0.226,-1.594,1.405,1.719,-0.299,3,3,3
"10817",-0.365,0.484,0.887,-0.444,-0.165,-0.307,-0.645,1.536,1.087,-0.154,3,3,3
"10818",-0.86,0.82,-0.651,-0.567,-0.246,-1.099,-0.481,1.273,1.175,-1.101,3,3,6
"10819",-0.899,0.739,0.414,-0.763,-0.507,-1.067,-1.103,1.493,1.545,-1.063,3,3,6
"10820",-0.305,-0.397,-0.178,0.061,-0.214,0.008,1.057,0.177,-0.677,-0.888,3,11,2
"10821",-0.448,0.493,1.005,-0.677,-0.393,-0.33,-0.743,1.493,1.109,-0.117,3,3,3
"10822",-0.618,0.793,1.242,-0.677,-0.246,-0.298,-1.888,1.317,1.915,-0.304,3,3,3
"10823",-0.41,-0.497,0.059,-0.677,-0.638,-0.338,1.089,-0.174,-0.961,-0.07,3,11,2
"10824",-0.901,-0.197,-0.651,-0.477,-0.426,-1.088,0.795,0.747,-0.155,-1.055,3,3,6
"10825",-0.022,-0.451,0.177,0.004,-0.165,0.337,1.155,-0.13,-1.004,-0.93,3,10,2
"10826",-0.516,0.294,0.296,-0.939,-0.834,-0.37,0.141,1.405,0.521,-0.077,3,3,3
"10827",-0.614,-1.096,0.769,0.004,0.668,-0.777,-0.023,-1.533,-0.808,-0.714,3,10,2
"10828",-0.305,0.448,1.124,0.375,1.877,-0.499,-0.612,1.493,1,-0.381,3,3,3
