"","X","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"11257",11257,-0.731,-0.978,0.65,-0.491,-0.801,-0.625,0.337,-1.358,-1.004,-0.194,"W3","S10","C6"
"11258",11258,-0.389,-0.578,0.887,1.46,2.252,-0.496,1.188,-1.051,-1.614,-0.571,"W3","S4","C3"
"11259",11259,-0.618,-1.16,0.769,-0.225,-2.173,-0.601,-0.252,-1.621,-0.699,-0.275,"W3","S10","C6"
"11260",11260,-0.547,-1.087,1.597,-0.053,-2.108,-0.584,-0.285,-2.63,-1.375,-0.359,"W3","S10","C6"
"11261",11261,-0.25,-0.706,-1.006,1.042,-0.001,-0.518,0.599,0.308,-0.155,-0.527,"W3","S11","C3"
"11262",11262,-0.453,1.384,1.242,0.775,-1.471,-0.566,-2.477,-0.349,1.61,-0.447,"W3","S4","C3"
"11263",11263,-0.398,1.484,-0.178,0.513,-1.095,-0.569,-1.07,0.265,1.066,-0.422,"W3","S4","C3"
"11264",11264,-0.458,-1.051,1.478,0.032,-1.504,-0.592,-0.088,-2.367,-1.331,-0.367,"W3","S10","C6"
"11265",11265,-0.757,-1.123,0.65,-1.081,-0.834,-0.726,-0.088,-1.446,-0.699,-0.057,"W3","S10","C6"
"11266",11266,-0.204,-0.842,-1.124,0.637,-0.132,-0.519,0.468,0.308,-0.046,-0.48,"W3","S11","C3"
"11267",11267,-0.247,-0.687,-1.006,1.142,-0.197,-0.541,0.599,0.308,-0.155,-0.499,"W3","S11","C3"
"11268",11268,-0.257,-0.642,-1.006,1.241,-0.05,-0.543,0.631,0.352,-0.133,-0.501,"W3","S11","C3"
"11269",11269,-0.267,-0.615,-0.887,1.341,-0.148,-0.545,0.697,0.265,-0.285,-0.501,"W3","S11","C3"
"11270",11270,-0.413,-1.096,0.414,0.07,-1.193,-0.604,0.042,-1.226,-0.656,-0.359,"W3","S10","C3"
"11271",11271,-0.432,-1.069,1.124,-0.053,-1.324,-0.613,-0.056,-1.928,-1.07,-0.345,"W3","S10","C3"
"11272",11272,-0.489,-1.242,1.833,-0.567,-1.291,-0.656,-1.07,-2.805,-0.874,-0.249,"W3","S10","C6"
"11273",11273,-0.726,-1.214,1.005,-0.939,-0.769,-0.746,-0.547,-1.884,-0.634,-0.039,"W3","S10","C6"
"11274",11274,-0.178,-0.86,-0.769,0.456,-0.312,-0.528,0.533,-0.042,-0.307,-0.441,"W3","S11","C3"
"11275",11275,-0.417,1.584,1.597,-0.567,-1.226,-0.663,-2.477,-1.358,1.022,-0.261,"W3","S10","C6"
"11276",11276,-0.463,-1.178,1.597,-0.763,-1.112,-0.684,-0.677,-2.63,-1.07,-0.211,"W3","S10","C6"
"11277",11277,-0.705,-1.378,1.005,-0.677,-0.475,-0.785,-1.103,-1.577,-0.024,-0.02,"W3","S10","C6"
"11278",11278,-0.295,-0.706,-0.178,1.746,-0.344,-0.596,0.86,-0.349,-0.786,-0.445,"W3","S11","C3"
"11279",11279,-0.439,-1.033,-0.178,1.365,-1.373,-0.614,0.271,-0.612,-0.438,-0.415,"W3","S4","C3"
"11280",11280,-0.504,-1.06,1.478,-0.939,-1.259,-0.72,-0.154,-2.454,-1.353,-0.137,"W3","S10","C6"
"11281",11281,-0.551,-1.033,1.597,-1.081,-0.834,-0.734,-0.088,-2.586,-1.527,-0.1,"W3","S10","C6"
"11282",11282,-0.676,-1.378,0.887,-0.477,-0.279,-0.814,-1.005,-1.402,-0.002,-0.042,"W3","S10","C6"
"11283",11283,-0.362,-0.905,0.177,1.779,-0.85,-0.633,0.533,-0.876,-0.852,-0.406,"W3","S11","C3"
"11284",11284,-0.472,-0.996,1.124,-1.081,-0.834,-0.743,0.206,-1.928,-1.288,-0.117,"W3","S10","C6"
"11285",11285,-0.176,-1.033,-0.651,0.904,-0.344,-0.606,0.304,-0.13,-0.176,-0.374,"W3","S11","C3"
"11286",11286,-0.393,1.438,0.65,-0.653,-1.063,-0.721,-1.855,-0.13,1.371,-0.208,"W3","S10","C6"
"11287",11287,-0.405,-0.887,0.532,-1.081,-0.834,-0.755,0.599,-1.226,-1.113,-0.13,"W3","S10","C6"
"11288",11288,-0.554,-1.033,1.242,-0.796,-0.834,-0.796,0.01,-2.191,-1.309,-0.117,"W3","S10","C6"
"11289",11289,-0.592,-1.269,0.887,-0.677,-0.72,-0.817,-0.645,-1.577,-0.372,-0.112,"W3","S10","C6"
"11290",11290,-0.331,-1.269,-0.769,-0.215,-0.654,-0.716,-0.023,0.002,0.194,-0.227,"W3","S10","C3"
"11291",11291,-0.547,-1.151,1.124,-0.629,-0.801,-0.827,-0.35,-1.972,-0.874,-0.142,"W3","S10","C6"
"11292",11292,-0.425,-0.933,0.414,-0.677,-0.948,-0.81,0.468,-1.183,-1.004,-0.174,"W3","S10","C6"
"11293",11293,-0.441,-0.978,0.414,-0.653,-0.965,-0.814,0.37,-1.139,-0.874,-0.174,"W3","S10","C6"
"11294",11294,-0.14,-0.542,-0.651,0.842,-0.377,-0.645,0.828,0.221,-0.416,-0.276,"W3","S11","C3"
"11295",11295,-0.429,-0.46,1.36,1.384,-1.308,-0.728,1.351,-1.095,-1.876,-0.282,"W3","S4","C3"
"11296",11296,-0.393,0.657,1.36,0.546,-1.063,-0.749,-1.495,1.449,1.632,-0.234,"W3","S4","C3"
"11297",11297,-0.302,-0.978,-0.296,-0.629,-0.458,-0.799,0.402,-0.437,-0.438,-0.19,"W3","S10","C6"
"11298",11298,-0.384,-0.987,0.769,-0.629,-0.997,-0.827,0.304,-1.533,-1.091,-0.2,"W3","S10","C6"
"11299",11299,-0.458,-1.133,0.532,-0.491,-0.948,-0.841,-0.088,-1.358,-0.634,-0.2,"W3","S10","C6"
"11300",11300,-0.214,-0.96,-0.532,1.932,-0.458,-0.724,0.435,-0.218,-0.329,-0.283,"W3","S11","C3"
"11301",11301,-0.29,-0.642,0.177,2.251,-0.377,-0.734,1.024,-0.525,-1.07,-0.28,"W3","S11","C3"
"11302",11302,-0.29,-1.042,-0.532,-0.491,-0.377,-0.821,0.304,-0.262,-0.242,-0.217,"W3","S10","C6"
"11303",11303,-0.219,-0.442,-0.532,2.127,-0.491,-0.749,0.926,0.265,-0.503,-0.256,"W3","S11","C3"
"11304",11304,-0.417,-0.406,1.242,1.584,-1.226,-0.772,1.351,-0.876,-1.767,-0.235,"W3","S4","C3"
"11305",11305,-0.293,1.62,-1.124,-0.248,-0.393,-0.827,-0.252,0.528,0.652,-0.235,"W3","S4","C6"
"11306",11306,-0.465,-0.915,0.414,-0.053,-0.785,-0.917,0.533,-1.095,-0.982,-0.247,"W3","S4","C6"
"11307",11307,-0.276,1.229,-0.769,-0.177,-0.279,-0.857,-0.71,0.835,1.131,-0.267,"W3","S4","C3"
"11308",11308,-0.276,-1.178,-0.414,-0.225,-0.279,-0.871,0.042,-0.305,-0.089,-0.275,"W3","S10","C6"
"11309",11309,-0.288,-0.297,0.532,2.113,2.775,-0.795,1.22,0.045,-1.026,-0.2,"W3","S4","C3"
"11310",11310,-0.453,0.584,1.833,0.546,-1.471,-0.841,-1.528,1.361,1.48,-0.244,"W3","S4","C3"
"11311",11311,-0.276,-0.17,-0.532,-0.082,-0.279,-0.906,0.828,0.747,-0.176,-0.307,"W3","S10","C6"
"11312",11312,-0.286,-0.315,-0.414,-0.072,-0.344,-0.914,0.959,0.44,-0.438,-0.308,"W3","S10","C6"
"11313",11313,-0.527,-0.179,1.597,0.456,-1.422,-0.998,1.188,-0.218,-1.418,-0.32,"W3","S4","C3"
"11314",11314,-0.554,-0.142,1.36,0.513,-1.373,-1.01,1.122,0.045,-1.179,-0.315,"W3","S4","C3"
"11315",11315,-0.372,0.929,2.188,0.461,-0.916,-0.886,-3.099,0.703,2.308,-0.321,"W3","S4","C3"
"11316",11316,-0.35,0.121,1.952,0.204,-0.785,-0.936,0.337,0.572,-0.46,-0.356,"W3","S4","C3"
"11317",11317,-0.422,-0.097,1.36,0.351,-1.259,-0.976,1.057,0.177,-1.048,-0.363,"W3","S4","C3"
"11318",11318,-0.477,-0.17,1.715,0.408,-1.634,-0.978,1.155,-0.349,-1.505,-0.359,"W3","S4","C3"
"11319",11319,-0.369,0.048,2.07,1.689,2.22,-0.863,0.566,0.265,-0.852,-0.118,"W3","S4","C3"
"11320",11320,-0.609,-0.161,1.124,0.494,1.125,-1.049,1.155,0.133,-1.07,-0.368,"W3","S4","C3"
"11321",11321,-0.494,0.984,2.306,0.861,-1.748,-0.931,-3.459,0.396,2.395,-0.356,"W3","S4","C3"
"11322",11322,-0.35,-0.061,0.769,0.589,-0.785,-0.939,0.959,0.572,-0.612,-0.388,"W3","S4","C3"
"11323",11323,-0.159,-0.978,0.296,1.765,3.657,-0.858,0.37,-1.051,-0.83,-0.051,"W3","S4","C3"
"11324",11324,-0.58,-0.233,1.124,1.346,0.783,-0.931,1.253,-0.174,-1.309,-0.269,"W3","S2","C3"
"11325",11325,-0.547,0.911,1.36,1.061,-2.108,-0.954,-2.281,1.054,2.068,-0.371,"W3","S4","C3"
"11326",11326,-0.425,-0.033,2.07,0.656,-1.275,-0.979,0.828,-0.086,-1.244,-0.427,"W3","S4","C3"
"11327",11327,-0.616,-0.115,1.242,0.275,1.011,-1.057,1.089,0.177,-1.048,-0.432,"W3","S4","C3"
"11328",11328,-0.264,-0.488,2.306,1.494,2.938,-0.906,1.286,-2.104,-2.66,-0.062,"W3","S4","C3"
"11329",11329,-0.499,0.021,0.532,1.313,1.338,-0.931,0.795,0.879,-0.307,-0.157,"W3","S4","C3"
"11330",11330,-0.511,0.085,1.005,1.241,1.256,-0.931,0.599,0.879,-0.242,-0.194,"W3","S4","C3"
"11331",11331,-0.482,-0.578,1.124,1.08,1.452,-0.974,1.22,-1.27,-1.832,-0.178,"W3","S4","C3"
"11332",11332,-0.664,-0.061,1.478,-0.082,0.57,-1.112,0.959,0.265,-0.961,-0.521,"W3","S4","C3"
"11333",11333,-0.75,0.012,0.414,-0.248,0.162,-1.165,0.795,0.879,-0.285,-0.486,"W3","S2","C3"
"11334",11334,-0.214,-0.142,1.242,1.284,3.265,-0.936,1.122,0.089,-1.113,-0.032,"W3","S4","C3"
"11335",11335,-0.688,-0.015,0.532,0.775,0.048,-1.022,0.86,0.791,-0.394,-0.359,"W3","S2","C3"
"11336",11336,-0.7,0.593,0.296,0.775,-0.034,-1.035,-0.677,1.536,1.262,-0.434,"W3","S2","C3"
"11337",11337,-0.647,0.612,1.715,0.775,0.325,-1.044,-1.626,1.361,1.589,-0.471,"W3","S4","C3"
"11338",11338,-0.652,-0.215,0.769,0.637,0.293,-1.029,1.188,0.133,-1.048,-0.312,"W3","S2","C3"
"11339",11339,-0.707,0.166,1.478,-0.248,0.276,-1.15,0.271,0.922,-0.111,-0.582,"W3","S4","C3"
"11340",11340,-0.81,0.103,0.887,-0.51,-0.246,-1.198,0.566,0.966,-0.133,-0.537,"W3","S2","C3"
"11341",11341,-0.128,-1.387,-0.414,-0.939,-0.671,0.82,-0.35,-0.218,0.281,4.557,"W1","S29","C1"
"11342",11342,0.054,1.584,-0.532,-0.629,-0.458,1.355,-0.743,0.221,0.826,3.892,"W1","S29","C1"
"11343",11343,-0.446,0.03,-0.059,-0.939,-0.736,-0.252,0.73,1.01,-0.046,4.738,"W1","S16","C2"
"11344",11344,-0.386,0.82,-1.479,-0.072,-0.965,-1.067,-0.023,1.01,0.717,4.25,"W1","S29","C5"
"11345",11345,-0.372,1.484,-1.479,-0.353,-0.867,-1.066,-0.088,0.747,0.63,4.201,"W1","S29","C5"
"11346",11346,-0.343,-0.497,-1.006,-0.072,-0.752,-0.832,0.697,0.484,-0.155,4.253,"W1","S29","C5"
"11347",11347,-0.611,-0.033,-1.479,-1.081,-0.834,-0.746,0.402,0.922,0.325,3.747,"W1","S16","C5"
"11348",11348,-0.01,-0.333,0.414,-0.367,0.293,1.157,1.188,0.002,-0.982,4.136,"W1","S30","C5"
"11349",11349,0.093,-0.451,-0.414,0.07,0.668,1.271,0.926,0.221,-0.547,4.001,"W1","S30","C5"
"11350",11350,-0.571,-1.26,-1.834,-0.367,-0.54,-0.746,0.173,0.747,0.456,3.639,"W1","S18","C5"
"11351",11351,-0.64,-0.469,-1.006,-0.939,-0.981,-0.678,0.697,0.484,-0.155,3.581,"W1","S18","C5"
"11352",11352,-0.058,-0.706,-0.769,-0.629,-0.769,0.42,0.697,0.133,-0.351,4.984,"W1","S12","C1"
"11353",11353,-0.58,-0.233,-1.361,-0.353,-0.605,-0.731,0.5,0.791,0.172,3.613,"W1","S18","C5"
"11354",11354,-0.616,-0.733,-1.479,-1.081,-0.834,-0.658,0.402,0.572,0.172,3.561,"W1","S18","C5"
"11355",11355,0.258,0.139,-0.178,-0.796,-0.72,2.384,0.533,1.186,0.216,2.67,"W1","S30","C2"
"11356",11356,-0.52,-1.187,-1.124,-0.082,-0.85,-0.804,0.141,0.265,0.194,3.62,"W1","S18","C5"
"11357",11357,-0.602,-0.987,-1.124,-0.677,-0.72,-0.632,0.337,0.265,0.042,3.53,"W1","S18","C5"
"11358",11358,-0.604,-1.014,-1.006,-0.763,-0.736,-0.614,0.304,0.177,0.02,3.523,"W1","S18","C5"
"11359",11359,-0.623,-0.96,-1.242,-0.796,-0.85,-0.66,0.337,0.352,0.085,3.508,"W1","S18","C5"
"11360",11360,-0.63,-0.76,-1.242,-0.796,-0.899,-0.682,0.5,0.396,-0.024,3.502,"W1","S18","C5"
"11361",11361,0.03,-0.279,0.177,-0.367,0.195,1.26,1.122,0.265,-0.786,4.034,"W1","S30","C5"
"11362",11362,-0.152,-0.751,-1.124,-0.567,-0.377,0.03,0.533,0.352,-0.067,4.606,"W1","S12","C2"
"11363",11363,-0.041,-0.36,2.188,-0.763,-0.295,1.245,1.351,-1.446,-2.333,4.066,"W1","S30","C5"
"11364",11364,0.069,-1.26,-0.651,0.004,0.668,0.98,-0.056,-0.086,0.151,4.394,"W1","S29","C1"
"11365",11365,-0.587,-0.706,-0.414,-0.477,-0.295,-0.637,0.795,-0.13,-0.612,3.332,"W1","S18","C5"
"11366",11366,0.588,1.656,-0.651,-0.629,-0.556,3.211,-0.514,0.265,0.673,1.783,"W1","S29","C2"
"11367",11367,0.603,-0.76,-0.769,-0.882,-0.834,3.419,0.631,0.089,-0.307,1.556,"W1","S29","C2"
"11368",11368,-0.152,-0.815,-1.006,0.965,-0.769,-0.031,0.5,0.221,-0.133,4.075,"W1","S12","C2"
"11369",11369,0.65,-0.551,-0.296,-0.677,-0.622,3.49,0.926,0.002,-0.656,1.484,"W1","S29","C2"
"11370",11370,0.21,1.829,-1.124,0.032,0.554,1.337,-0.121,0.352,0.456,4.08,"W1","S12","C1"
"11371",11371,-0.018,-0.915,-1.597,-0.567,-0.72,0.695,0.304,0.572,0.238,4.626,"W1","S12","C2"
"11372",11372,-0.592,-1.014,-1.242,0.204,-0.491,-0.633,0.304,0.352,0.129,2.914,"W1","S18","C2"
"11373",11373,0.136,1.465,-0.414,-0.939,-0.785,2.27,-0.874,0.396,1.022,3.007,"W1","S30","C2"
"11374",11374,-0.537,-0.052,-1.361,0.323,-0.132,-0.333,0.435,0.922,0.281,2.956,"W1","S18","C2"
"11375",11375,0.564,-0.606,-0.651,0.351,-0.458,3.063,0.795,0.177,-0.416,2.111,"W1","S29","C2"
"11376",11376,0.753,0.094,-1.242,-0.796,-0.965,3.813,0.402,1.01,0.347,1.31,"W1","S29","C2"
"11377",11377,0.54,0.148,0.887,-0.444,-0.344,3.116,0.468,1.098,0.02,2.138,"W1","S30","C2"
"11378",11378,-0.223,-0.26,-0.059,-0.567,-0.23,-0.035,1.057,0.396,-0.612,3.367,"W1","S29","C2"
"11379",11379,0.524,-0.951,-0.651,-1.081,-0.834,3.368,0.435,-0.13,-0.263,1.878,"W1","S30","C1"
"11380",11380,0.361,-1.405,0.414,1.175,0.93,2.086,-0.841,-0.963,0.172,3.403,"W1","S29","C1"
"11381",11381,0.361,-0.787,1.005,-0.567,-0.834,2.827,0.795,-1.621,-1.593,2.525,"W1","S29","C2"
"11382",11382,-0.566,1.683,-0.887,-1.081,-0.834,-0.277,-0.383,0.308,0.63,2.666,"W1","S16","C2"
"11383",11383,0.468,-1.387,-1.124,-0.939,-0.736,3.195,-0.056,0.352,0.39,2.146,"W1","S24","C1"
"11384",11384,0.792,0.067,0.414,1.08,-0.083,2.949,0.697,0.966,-0.155,0.076,"W1","S29","C2"
"11385",11385,0.351,1.247,0.887,-0.225,0.505,2.566,-2.15,0.352,1.763,2.939,"W1","S24","C1"
"11386",11386,-0.231,-0.506,-1.006,-0.367,-0.148,0.088,0.73,0.44,-0.198,3.001,"W1","S12","C2"
"11387",11387,0.203,-0.433,-0.532,-0.763,-0.671,2.795,0.926,0.308,-0.481,2.759,"W1","S29","C1"
"11388",11388,-0.401,-1.332,-1.006,0.347,-0.377,-0.299,-0.056,0.221,0.303,2.446,"W1","S18","C2"
"11389",11389,-0.31,-1.414,-0.532,-0.353,-0.328,-0.016,-0.318,-0.086,0.368,2.651,"W1","S29","C2"
"11390",11390,0.847,0.457,-0.651,0.332,-0.034,3.297,0.01,1.361,0.782,0.572,"W1","S29","C2"
"11391",11391,0.823,0.92,-1.006,-0.939,-0.834,3.381,-0.383,1.142,1.022,0.813,"W1","S29","C1"
"11392",11392,0.203,-0.933,-1.242,-0.444,-0.573,1.35,0.37,0.308,0.042,4.436,"W1","S29","C2"
"11393",11393,-0.247,-1.405,0.059,0.237,-0.034,-0.079,-0.612,-0.612,0.238,2.545,"W1","S29","C2"
"11394",11394,-0.027,-1.187,-0.532,-0.939,-0.785,0.79,0.042,-0.218,-0.024,3.624,"W1","S20","C2"
"11395",11395,-0.082,-0.942,-1.361,0.032,-0.279,0.459,0.337,0.44,0.151,3.12,"W1","S12","C2"
"11396",11396,0.674,0.512,-0.059,0.708,-0.507,3.077,-0.252,1.493,1,0.617,"W1","S29","C2"
"11397",11397,0.547,-0.07,0.769,0.437,1.354,3.248,0.991,0.572,-0.656,2.423,"W1","S30","C2"
"11398",11398,0.689,-1.014,-0.532,1.494,-0.785,3.618,0.337,-0.218,-0.263,1.879,"W1","S29","C1"
"11399",11399,-0.592,1.82,-0.887,0.456,-0.442,-0.787,-0.219,0.221,0.456,1.959,"W1","S18","C5"
"11400",11400,0.729,-1.396,1.005,-0.491,-0.246,2.487,-1.136,-1.577,0.02,0.419,"W1","S29","C1"
"11401",11401,0.32,-0.806,-0.887,-1.081,-0.834,2.015,0.566,0.089,-0.242,4.006,"W1","S20","C2"
"11402",11402,-0.111,1.411,-0.532,-0.629,-0.312,0.315,-0.874,0.528,1.066,2.756,"W1","S12","C2"
"11403",11403,-0.089,-0.824,-0.178,-0.072,-0.818,-0.055,0.664,-0.393,-0.656,2.456,"W1","S29","C2"
"11404",11404,0.981,-0.351,0.532,1.042,0.832,2.261,1.22,-0.13,-1.135,0.248,"W1","S29","C1"
"11405",11405,0.61,0.711,-1.242,-0.053,-0.687,3.007,-0.088,1.142,0.826,0.8,"W1","S29","C1"
"11406",11406,0.023,-1.187,-1.124,0.332,-0.377,0.881,0.141,0.265,0.194,3.325,"W1","S12","C2"
"11407",11407,-0.049,1.72,-1.715,-0.353,-0.818,-0.134,0.075,0.703,0.499,2.294,"W1","S12","C2"
"11408",11408,-0.324,-0.778,-0.296,0.637,0.505,-0.546,0.73,-0.349,-0.677,1.94,"W1","S29","C2"
"11409",11409,-0.097,-0.479,-1.715,-0.072,-0.834,0.209,0.304,0.747,0.325,2.503,"W1","S12","C2"
"11410",11410,1.026,1.693,-0.887,2.755,1.403,1.972,-0.35,0.308,0.608,0.525,"W1","S29","C1"
"11411",11411,0.61,1.629,-1.242,1.613,1.942,2.841,-0.219,0.528,0.63,3.328,"W1","S20","C2"
"11412",11412,0.579,-0.915,0.532,-0.444,-0.687,2.615,0.533,-1.27,-1.113,1.028,"W1","S29","C1"
"11413",11413,0.713,0.493,0.177,1.775,2.105,3.2,-0.35,1.536,1.022,2.178,"W1","S29","C2"
"11414",11414,0.861,-0.778,0.532,0.194,-0.197,2.405,0.828,-1.051,-1.222,1.093,"W1","S29","C1"
"11415",11415,0.749,-0.806,1.005,-0.763,-0.589,2.457,0.762,-1.577,-1.571,1.2,"W1","S29","C1"
"11416",11416,0.105,-0.987,0.769,-0.939,-0.573,1.134,0.271,-1.577,-1.113,3.145,"W1","S29","C2"
"11417",11417,0.313,0.048,-1.361,-1.081,-0.834,3.334,0.37,0.966,0.347,2.796,"W1","S29","C2"
"11418",11418,0.423,-0.96,-0.887,-0.629,-0.671,2.504,0.402,0.045,-0.155,1.581,"W1","S16","C1"
"11419",11419,0.193,-1.323,-0.414,-0.882,-0.703,1.119,-0.219,-0.262,0.172,3.065,"W1","S24","C2"
"11420",11420,0.334,-0.706,1.124,-0.31,-0.23,1.302,0.991,-1.577,-1.789,3.241,"W1","S29","C2"
"11421",11421,-0.077,-0.506,-0.296,-0.177,-0.344,0.137,0.991,0.045,-0.677,2.07,"W1","S12","C2"
"11422",11422,0.674,0.684,-1.006,1.203,1.534,3.257,-0.187,1.273,0.935,3.29,"W1","S29","C2"
"11423",11423,0.399,-0.324,-0.178,-0.477,-0.034,1.38,1.057,0.308,-0.634,3.262,"W1","S30","C2"
"11424",11424,-0.192,-1.105,0.296,0.332,0.276,-0.635,0.075,-1.007,-0.525,1.294,"W1","S12","C2"
"11425",11425,0.246,-1.414,-0.651,-0.763,-0.834,1.186,-0.285,0.002,0.368,3.019,"W1","S29","C2"
"11426",11426,0.557,0.893,-1.124,1.351,0.244,2.808,-0.252,1.098,0.935,2.511,"W1","S29","C2"
"11427",11427,-0.128,-1.105,-0.414,-1.081,-0.834,-0.04,0.173,-0.349,-0.198,1.665,"W1","S20","C2"
"11428",11428,0.619,0.33,-0.532,1.932,0.783,3.284,0.206,1.317,0.608,3.564,"W1","S29","C2"
"11429",11429,1.043,1.647,-0.651,-0.763,-0.556,1.959,-0.547,0.265,0.695,1.615,"W1","S23","C1"
"11430",11430,0.627,-1.269,-1.361,3.774,0.554,2.992,0.108,0.44,0.347,4.045,"W1","S29","C2"
"11431",11431,0.236,-1.069,-0.414,-0.477,-0.834,0.986,0.239,-0.305,-0.242,2.639,"W1","S12","C2"
"11432",11432,-0.211,-0.351,-0.178,1.227,0.162,-0.591,1.024,0.308,-0.612,1.008,"W1","S12","C2"
"11433",11433,0.761,-1.278,-0.178,1.832,1.632,2.115,-0.219,-0.525,0.02,1.982,"W1","S29","C1"
"11434",11434,-0.159,-0.669,-1.006,1.46,0.521,-0.475,0.599,0.352,-0.155,1.077,"W1","S12","C2"
"11435",11435,0.509,-1.214,-0.532,-0.353,-0.344,2.477,0.01,-0.218,0.02,4.31,"W1","S12","C2"
"11436",11436,0.524,1.029,-1.479,1.203,0.325,1.86,-0.088,0.966,0.761,3.58,"W1","S12","C2"
"11437",11437,0.61,-0.052,-1.006,2.579,-0.312,2.911,0.599,0.922,0.129,4.286,"W1","S29","C1"
"11438",11438,0.447,1.783,-1.242,-0.367,-0.393,2.304,-0.088,0.484,0.499,2.495,"W1","S23","C1"
"11439",11439,0.909,1.82,-0.296,2.984,2.595,1.936,-0.514,-0.262,0.39,2.074,"W1","S29","C1"
"11440",11440,0.43,0.475,0.059,0.685,-0.507,3.061,-0.252,1.536,0.957,3.547,"W1","S29","C2"
"11441",11441,1.184,-0.451,-0.887,-0.367,-0.458,1.57,0.762,0.44,-0.242,1.706,"W1","S29","C1"
"11442",11442,0.375,0.212,-1.597,-0.444,-0.736,2.437,0.239,0.966,0.456,2.805,"W1","S16","C2"
"11443",11443,-0.326,-0.379,0.177,-0.248,-0.622,-0.559,1.155,0.045,-0.895,0.749,"W1","S30","C2"
"11444",11444,1.208,-0.251,-0.532,0.07,-0.295,1.472,0.893,0.615,-0.307,1.729,"W1","S29","C1"
"11445",11445,0.078,-1.014,-1.361,-1.081,-0.834,0.361,0.271,0.44,0.172,1.567,"W1","S20","C1"
"11446",11446,0.658,1.82,-1.361,2.075,0.015,2.967,0.01,0.528,0.477,4.539,"W1","S29","C2"
"11447",11447,0.258,-0.669,-1.242,-0.939,-0.801,1.088,0.533,0.484,-0.002,2.38,"W1","S23","C2"
"11448",11448,1.16,-0.887,-1.479,0.585,-0.622,1.463,0.337,0.528,0.172,2.131,"W1","S23","C1"
"11449",11449,0.547,0.067,-0.296,-0.367,-0.458,2.229,0.631,1.098,0.107,3.746,"W1","S30","C2"
"11450",11450,0.509,0.176,-0.769,-0.653,-0.671,2.078,0.435,1.186,0.368,3.561,"W1","S30","C2"
"11451",11451,0.354,-0.769,-0.414,-0.367,-0.556,1.229,0.697,-0.174,-0.525,2.473,"W1","S23","C2"
"11452",11452,0.468,-1.205,0.059,0.494,-0.099,2.122,-0.154,-0.832,-0.242,3.226,"W1","S29","C1"
"11453",11453,0.861,-0.279,-0.414,0.904,-1.357,1.726,0.959,0.528,-0.438,2.866,"W1","S30","C2"
"11454",11454,0.564,0.575,-0.414,1.675,0.619,3.25,-0.252,1.449,1.022,4.52,"W1","S29","C2"
"11455",11455,0.322,1.565,-1.597,-0.177,-0.573,1.057,0.01,0.747,0.565,2.137,"W1","S30","C2"
"11456",11456,0.564,-0.933,-0.414,0.237,0.031,2.023,0.468,-0.349,-0.438,3.29,"W1","S29","C1"
"11457",11457,0.054,-1.033,0.296,1.475,-1.438,-0.029,0.239,-1.007,-0.677,0.64,"W1","S12","C2"
"11458",11458,-0.183,-0.996,-0.887,0.389,-0.72,-0.354,0.337,0.089,-0.067,0.015,"W1","S30","C2"
"11459",11459,0.94,0.212,-0.296,-0.629,-0.671,1.482,0.402,1.273,0.39,3.035,"W1","S29","C1"
"11460",11460,0.533,0.048,-0.178,-0.567,-0.507,1.872,0.664,1.054,0.02,3.426,"W1","S29","C2"
"11461",11461,0.193,-0.733,-0.887,-0.272,-0.442,0.546,0.631,0.177,-0.242,1.283,"W1","S29","C2"
"11462",11462,0.54,1.375,-1.006,1.08,-0.197,2.007,-0.448,0.703,0.891,3.146,"W1","S12","C2"
"11463",11463,0.65,-0.197,-1.834,1.646,0.08,2.827,0.239,0.835,0.412,3.791,"W1","S12","C2"
"11464",11464,-0.24,-1.069,-0.532,0.746,-0.948,-0.326,0.239,-0.305,-0.22,-0.698,"W1","S29","C2"
"11465",11465,0.799,-0.315,-0.887,-0.653,-0.622,1.325,0.73,0.615,-0.133,3.444,"W1","S30","C1"
"11466",11466,0.44,-0.742,-1.006,1.489,-0.916,1.724,0.566,0.265,-0.176,2.613,"W1","S23","C2"
"11467",11467,0.442,0.176,-0.414,0.708,0.554,1.074,0.435,1.229,0.325,1.729,"W1","S30","C2"
"11468",11468,0.425,-0.869,-0.887,1.203,-0.752,1.703,0.468,0.133,-0.155,2.55,"W1","S23","C2"
"11469",11469,0.485,0.312,-1.715,0.746,-1.52,1.62,0.206,0.966,0.499,3.86,"W1","S20","C2"
"11470",11470,0.619,0.439,-0.414,2.374,0.995,3.164,-0.023,1.405,0.804,3.705,"W1","S29","C2"
"11471",11471,0.069,-0.233,-0.296,0.637,1.191,-0.048,0.959,0.528,-0.438,-0.501,"W1","S30","C5"
"11472",11472,-0.041,-0.388,1.124,0.266,0.979,-0.161,1.319,-0.612,-1.593,-0.632,"W1","S30","C5"
"11473",11473,-0.073,-0.333,0.65,0.194,0.848,-0.183,1.253,-0.13,-1.179,-0.658,"W1","S30","C5"
"11474",11474,0.33,-0.161,-0.769,-0.248,-0.426,1.315,0.762,0.791,-0.089,1.844,"W1","S30","C2"
