"Elevation","Soil_Type","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Horizontal_Distance_To_Hydrology","Hillshade_3pm","Aspect","Cover_Type"
0.178,14,0.11,0.048,4,0,0.492,0.406,4
0.237,10,0.187,0.073,4,0.213,0.705,0.914,3
0.254,6,0.206,0.093,4,0.298,0.744,0.731,3
0.213,10,0.173,0.064,4,0.064,0.469,0.042,3
0.175,17,0.173,0.077,4,0,0.567,0.089,4
0.242,6,0.144,0.186,4,0.258,0.378,0.256,4
0.211,3,0.165,0.158,4,0.137,0.657,0.544,4
0.206,3,0.17,0.152,4,0.107,0.331,0.381,4
0.194,3,0.176,0.145,4,0.077,0.291,0.369,4
0.183,3,0.182,0.139,4,0.048,0.264,0.361,4
0.149,3,0.197,0.125,4,0,0.528,0.286,4
0.168,10,0.195,0.101,4,0.021,0.465,0.061,3
0.238,10,0.174,0.037,4,0.061,0.654,0.953,6
0.115,3,0.126,0.109,4,0,0.535,0.264,4
0.142,10,0.099,0.128,4,0.107,0.638,0.956,6
0.474,13,0.284,0.151,3,0.091,0.35,0.342,5
0.192,10,0.087,0.083,4,0,0.551,0.306,4
0.191,10,0.092,0.075,4,0,0.618,0.517,4
0.203,10,0.162,0.042,4,0.15,0.594,0.975,3
0.242,10,0.189,0.072,4,0.228,0.713,0.914,3
0.248,10,0.197,0.079,4,0.258,0.724,0.911,3
0.204,10,0.197,0.154,4,0.107,0.453,0.008,3
0.257,6,0.123,0.202,4,0.366,0.638,0.961,3
0.228,3,0.146,0.181,4,0.213,0.224,0.303,4
0.205,3,0.161,0.161,4,0.122,0.646,0.539,4
0.204,3,0.164,0.157,4,0.107,0.425,0.431,4
0.195,3,0.17,0.151,4,0.077,0.28,0.389,4
0.162,3,0.185,0.136,4,0,0.185,0.336,4
0.152,4,0.191,0.131,4,0,0.571,0.075,4
0.245,6,0.18,0.036,4,0.089,0.5,0.136,3
0.118,3,0.136,0.099,4,0,0.402,0.289,4
0.151,10,0.101,0.131,4,0.116,0.61,0.967,6
0.11,10,0.068,0.105,4,0,0.465,0.078,4
0.484,23,0.208,0.162,3,0,0.622,0.975,5
0.508,13,0.27,0.175,3,0.211,0.413,0.364,5
0.228,11,0.012,0.062,4,0.086,0.469,0.403,3
0.21,10,0.036,0.059,4,0,0.602,0.028,4
0.173,17,0.182,0.092,4,0,0.441,0.161,4
0.143,17,0.111,0.218,4,0,0.673,0.936,4
0.146,17,0.109,0.217,4,0.021,0.65,0.956,4
0.247,6,0.132,0.197,4,0.258,0.386,0.278,4
0.233,3,0.14,0.187,4,0.213,0.248,0.322,4
0.195,3,0.155,0.167,4,0.122,0.646,0.539,4
0.181,3,0.17,0.151,4,0.048,0.276,0.4,4
0.158,4,0.182,0.139,4,0,0.327,0.342,4
0.232,6,0.181,0.025,4,0,0.626,0.875,4
0.245,10,0.181,0.036,4,0.061,0.665,0.944,6
0.174,10,0.093,0.125,4,0.203,0.78,0.886,6
0.127,10,0.072,0.109,4,0.061,0.776,0.894,6
0.212,11,0.034,0.063,4,0,0.52,0.139,4
0.171,17,0.187,0.101,4,0,0.665,0.681,4
0.211,10,0.197,0.15,4,0.077,0.858,0.861,3
0.235,10,0.173,0.18,4,0.173,0.626,0.956,3
0.234,3,0.134,0.193,4,0.215,0.291,0.344,4
0.19,3,0.155,0.166,4,0.091,0.594,0.517,4
0.158,4,0.176,0.145,4,0,0.413,0.392,4
0.187,10,0.197,0.117,4,0.089,0.713,0.922,3
0.17,10,0.104,0.136,4,0.155,0.642,0.953,6
0.188,10,0.089,0.124,4,0.185,0.429,0.05,6
0.527,22,0.113,0.378,1,0.03,0.724,0.889,1
0.538,32,0.164,0.04,3,0.173,0.579,0.292,1
0.489,23,0.215,0.163,3,0,0.614,0.986,5
0.184,14,0.116,0.052,4,0,0.52,0.161,4
0.187,10,0.122,0.044,4,0.021,0.693,0.925,3
0.172,17,0.191,0.104,4,0.021,0.646,0.892,4
0.267,6,0.109,0.214,4,0.346,0.677,0.931,3
0.254,6,0.121,0.209,4,0.258,0.311,0.297,4
0.218,3,0.136,0.188,4,0.168,0.287,0.331,4
0.191,3,0.146,0.175,4,0.107,0.185,0.275,4
0.184,3,0.149,0.172,4,0.091,0.382,0.356,4
0.157,4,0.17,0.151,4,0,0.465,0.356,4
0.253,10,0.203,0.082,4,0.215,0.417,0.083,3
0.237,6,0.19,0.036,4,0.021,0.524,0.322,3
0.252,6,0.194,0.042,4,0.203,0.323,0.206,3
0.152,10,0.081,0.117,4,0.096,0.776,0.897,6
0.164,10,0.083,0.118,4,0.136,0.76,0.903,6
0.519,29,0.039,0.101,1,0.193,0.39,0.303,2
0.493,31,0.217,0.16,3,0.03,0.516,0.058,5
0.514,32,0.27,0.199,3,0.183,0.469,0.242,5
0.472,13,0.293,0.169,3,0.089,0.331,0.328,5
0.194,10,0.197,0.146,4,0.061,0.972,0.786,3
0.264,6,0.112,0.218,4,0.28,0.339,0.314,4
0.221,3,0.13,0.194,4,0.168,0.276,0.322,4
0.17,3,0.155,0.166,4,0.03,0.35,0.408,4
0.201,10,0.193,0.121,4,0.021,0.272,0.131,3
0.145,10,0.053,0.136,4,0.061,0.217,0.164,6
0.123,1,0.038,0.122,4,0,0.406,0.103,4
0.568,23,0.317,0.574,1,0,0.559,0.222,1
0.583,30,0.077,0.208,1,0.384,0.657,0.95,2
0.519,32,0.271,0.205,3,0.173,0.457,0.15,5
0.465,13,0.298,0.169,3,0.061,0.354,0.336,5
0.235,10,0.062,0.081,4,0.13,0.63,0.969,3
0.194,10,0.125,0.046,4,0.03,0.74,0.9,3
0.235,10,0.167,0.021,4,0.258,0.531,0,3
0.186,17,0.199,0.08,4,0,0.665,0.883,4
0.213,2,0.198,0.094,4,0.089,0.299,0.25,3
0.171,17,0.199,0.107,4,0,0.535,0.211,4
0.249,1,0.134,0.185,4,0.211,0.437,0.128,3
0.261,6,0.109,0.22,4,0.269,0.35,0.342,4
0.252,3,0.114,0.213,4,0.232,0.287,0.297,4
0.232,3,0.122,0.203,4,0.183,0.252,0.292,4
0.226,3,0.124,0.2,4,0.168,0.232,0.289,4
0.212,3,0.129,0.193,4,0.137,0.268,0.317,4
0.207,10,0.211,0.017,4,0.173,0.283,0.169,3
0.194,10,0.215,0.019,4,0.152,0.386,0.106,3
0.201,10,0.096,0.132,4,0.107,0.268,0.119,6
0.185,4,0.202,0.105,4,0.021,0.154,0.242,3
0.172,17,0.203,0.11,4,0,0.579,0.236,4
0.174,10,0.207,0.134,4,0.021,0.571,0.461,4
0.162,10,0.096,0.213,4,0.03,0.878,0.831,3
0.267,6,0.098,0.227,4,0.319,0.575,0.464,4
0.23,3,0.118,0.206,4,0.168,0.244,0.308,4
0.224,3,0.121,0.202,4,0.152,0.24,0.308,4
0.195,3,0.131,0.19,4,0.096,0.244,0.314,4
0.161,4,0.152,0.169,4,0,0.598,0.1,4
0.163,4,0.162,0.161,4,0.048,0.661,0.939,4
0.24,6,0.204,0.05,4,0,0.571,0.375,4
0.127,3,0.164,0.076,4,0,0.559,0.064,4
0.191,10,0.12,0.134,4,0.198,0.886,0.825,6
0.213,10,0.108,0.142,4,0.136,0.614,0.978,6
0.131,10,0.03,0.104,4,0.089,0.803,0.822,6
0.61,22,0.385,0.558,1,0.03,0.327,0.144,1
0.511,31,0.217,0.141,3,0.137,0.539,0.039,2
0.191,10,0.125,0.055,4,0.021,0.776,0.869,3
0.187,1,0.21,0.089,4,0.021,0.539,0.425,4
0.22,2,0.207,0.095,4,0.116,0.791,0.733,6
0.171,17,0.207,0.113,4,0,0.559,0.422,4
0.174,17,0.208,0.116,4,0.021,0.736,0.608,4
0.177,1,0.208,0.118,4,0,0.614,0.522,4
0.274,6,0.155,0.16,4,0.283,0.488,0.056,3
0.264,6,0.144,0.165,4,0.301,0.579,0.017,3
0.245,3,0.107,0.218,4,0.211,0.315,0.364,4
0.233,3,0.112,0.212,4,0.173,0.256,0.344,4
0.22,3,0.117,0.205,4,0.137,0.244,0.336,4
0.195,3,0.128,0.192,4,0.077,0.232,0.311,4
0.164,3,0.143,0.177,4,0,0.425,0.286,4
0.162,4,0.146,0.175,4,0,0.571,0.172,4
0.252,10,0.181,0.127,4,0.043,0.858,0.794,3
0.249,10,0.207,0.05,4,0.061,0.72,0.911,6
0.129,3,0.173,0.067,4,0,0.575,0.125,4
0.176,10,0.098,0.134,4,0.107,0.89,0.786,6
0.209,10,0.089,0.138,4,0.156,0.539,0,6
0.153,1,0.055,0.125,4,0,0.181,0.153,4
0.134,10,0.039,0.108,4,0.061,0.465,0.044,6
0.512,32,0.226,0.154,3,0.077,0.524,0.222,2
0.526,32,0.27,0.19,3,0.136,0.571,0.114,5
0.153,1,0.096,0.199,4,0,0.457,0.217,4
0.263,6,0.091,0.235,4,0.308,0.52,0.364,4
0.245,3,0.101,0.224,4,0.224,0.343,0.378,4
0.203,3,0.119,0.201,4,0.091,0.244,0.361,4
0.167,3,0.137,0.183,4,0,0.429,0.333,4
0.25,10,0.178,0.134,4,0.11,0.839,0.856,3
0.268,10,0.211,0.057,4,0.152,0.854,0.808,6
0.164,3,0.204,0.034,4,0.048,0.295,0.4,3
0.486,13,0.299,0.198,3,0.136,0.252,0.322,5
0.238,4,0.082,0.101,4,0.168,0.665,0.569,3
0.265,1,0.124,0.167,4,0.211,0.335,0.281,3
0.155,16,0.093,0.196,4,0,0.622,0.978,4
0.261,6,0.088,0.239,4,0.304,0.5,0.381,4
0.235,3,0.101,0.223,4,0.198,0.315,0.364,4
0.176,3,0.125,0.195,4,0.03,0.252,0.364,4
0.171,3,0.128,0.192,4,0.021,0.362,0.367,4
0.166,4,0.141,0.181,4,0.03,0.646,0.95,4
0.236,10,0.175,0.139,4,0.043,0.862,0.803,3
0.256,10,0.173,0.135,4,0.021,0.701,0.922,3
0.26,10,0.173,0.131,4,0.043,0.756,0.892,3
0.264,6,0.18,0.092,4,0.155,0.476,0.325,3
0.264,10,0.215,0.059,4,0.137,0.665,0.933,6
0.146,3,0.199,0.042,4,0.021,0.339,0.386,4
0.138,3,0.192,0.05,4,0,0.469,0.317,4
0.136,14,0.185,0.059,4,0.021,0.602,0.994,4
0.163,10,0.152,0.1,4,0.11,0.783,0.878,6
0.221,10,0.125,0.142,4,0.125,0.846,0.831,6
0.197,4,0.112,0.148,4,0.048,0.228,0.311,6
0.214,10,0.1,0.144,4,0.193,0.843,0.853,6
0.179,1,0.067,0.129,4,0,0.13,0.194,4
0.223,11,0.015,0.018,4,0,0.551,0.344,4
0.197,6,0.222,0.101,4,0.043,0.807,0.867,6
0.254,6,0.087,0.239,4,0.28,0.366,0.308,4
0.19,3,0.113,0.207,4,0.068,0.205,0.356,4
0.166,4,0.128,0.192,4,0,0.571,0.25,4
0.142,14,0.174,0.075,4,0,0.453,0.075,4
0.162,10,0.158,0.096,4,0.086,0.85,0.842,6
0.202,10,0.11,0.147,4,0.156,0.925,0.806,6
0.168,10,0.057,0.112,4,0.061,0.461,0.033,6
0.579,29,0.319,0.586,1,0.116,0.484,0.056,1
0.522,24,0.369,0.158,3,0.319,0.709,0.903,2
0.515,31,0.359,0.158,3,0.259,0.555,0.053,1
0.252,10,0.039,0.043,4,0.107,0.65,0.953,3
0.189,17,0.228,0.109,4,0,0.472,0.261,4
0.201,6,0.227,0.105,4,0.061,0.843,0.819,6
0.216,2,0.225,0.105,4,0.068,0.618,0.983,6
0.283,6,0.125,0.153,4,0.261,0.339,0.158,3
0.239,3,0.091,0.232,4,0.215,0.272,0.222,4
0.202,3,0.104,0.216,4,0.107,0.181,0.35,4
0.172,3,0.116,0.204,4,0.021,0.366,0.339,4
0.259,10,0.165,0.146,4,0.089,0.846,0.789,3
0.245,16,0.187,0.075,4,0,0.669,0.917,6
0.268,10,0.21,0.067,4,0.163,0.642,0.953,6
0.182,10,0.15,0.113,4,0.172,0.614,0.969,6
0.225,11,0.132,0.142,4,0.11,0.78,0.778,6
0.516,32,0.238,0.14,3,0.061,0.512,0.239,2
0.48,13,0.307,0.193,3,0.122,0.331,0.35,5
0.461,13,0.318,0.197,3,0.03,0.528,0.261,5
0.229,4,0.09,0.109,4,0.107,0.555,0.417,3
0.169,10,0.083,0.186,4,0.03,0.799,0.878,3
0.239,3,0.088,0.234,4,0.215,0.228,0.258,4
0.232,3,0.09,0.231,4,0.193,0.142,0.278,4
0.203,3,0.098,0.222,4,0.129,0.154,0.303,4
0.175,3,0.11,0.21,4,0.043,0.315,0.294,4
0.171,3,0.113,0.207,4,0.021,0.445,0.272,4
0.163,3,0.234,0.015,4,0.021,0.35,0.272,4
0.161,3,0.231,0.018,4,0,0.512,0.125,4
0.151,2,0.179,0.076,4,0.021,0.291,0.172,4
0.223,11,0.134,0.147,4,0.086,0.386,0.289,6
0.196,10,0.075,0.124,4,0.064,0.248,0.1,6
0.703,38,0.514,0.511,1,0,0.504,0.339,7
0.596,29,0.325,0.592,1,0.163,0.409,0.036,1
0.213,10,0.107,0.062,4,0.089,0.728,0.906,3
0.262,10,0.176,0.13,4,0.183,0.902,0.836,3
0.165,1,0.09,0.175,4,0,0.453,0.2,4
0.165,16,0.087,0.177,4,0,0.693,0.903,4
0.26,6,0.168,0.095,4,0.061,0.48,0.161,3
0.666,23,0.449,0.548,1,0.077,0.654,0.95,1
0.658,30,0.094,0.27,1,0.408,0.224,0.144,7
0.487,13,0.309,0.18,3,0.122,0.358,0.361,5
0.469,13,0.319,0.19,3,0.061,0.476,0.311,5
0.535,31,0.393,0.167,3,0.442,0.559,0.089,1
0.202,4,0.101,0.09,4,0,0.575,0.072,4
0.231,2,0.236,0.122,4,0.203,0.831,0.706,6
0.233,2,0.236,0.124,4,0.198,0.449,0.231,6
0.165,16,0.087,0.172,4,0,0.472,0.222,4
0.258,3,0.074,0.25,4,0.228,0.264,0.244,4
0.203,3,0.092,0.228,4,0.129,0.157,0.275,4
0.17,4,0.111,0.211,4,0,0.642,0.925,4
0.169,3,0.239,0.021,4,0.021,0.398,0.211,4
0.174,10,0.201,0.058,4,0.096,0.535,0,6
0.154,2,0.185,0.078,4,0,0.201,0.225,4
0.221,4,0.14,0.152,4,0.064,0.146,0.164,6
0.203,4,0.136,0.16,4,0.021,0.244,0.164,4
0.212,10,0.13,0.166,4,0.048,0.606,0.967,6
0.211,10,0.127,0.164,4,0.107,0.378,0.078,6
0.55,32,0.218,0.093,3,0.204,0.535,0.064,1
0.484,13,0.313,0.176,3,0.107,0.394,0.347,5
0.23,10,0.1,0.059,4,0.144,0.776,0.881,3
0.24,10,0.198,0.127,4,0.163,0.736,0.9,3
0.268,6,0.066,0.259,4,0.232,0.48,0.178,3
0.239,3,0.075,0.246,4,0.185,0.11,0.303,4
0.173,3,0.105,0.216,4,0.021,0.516,0.114,4
0.171,3,0.235,0.025,4,0,0.531,0.103,4
0.201,10,0.139,0.165,4,0,0.461,0.097,4
0.212,10,0.131,0.167,4,0.155,0.681,0.939,6
0.237,4,0.072,0.101,4,0.077,0.39,0.317,3
0.313,6,0.16,0.072,4,0.36,0.65,0.953,3
0.202,2,0.236,0.125,4,0.061,0.705,0.711,6
0.241,10,0.2,0.124,4,0.177,0.701,0.928,3
0.166,16,0.075,0.172,4,0,0.713,0.714,4
0.227,10,0.044,0.211,4,0.198,0.217,0.189,3
0.27,6,0.057,0.266,4,0.243,0.689,0.917,3
0.181,3,0.096,0.225,4,0.061,0.386,0.175,4
0.256,6,0.158,0.103,4,0,0.516,0.356,4
0.174,3,0.23,0.029,4,0,0.437,0.247,4
0.206,10,0.14,0.174,4,0.043,0.78,0.717,6
0.218,10,0.138,0.175,4,0.086,0.835,0.725,6
0.224,10,0.132,0.171,4,0.192,0.646,0.956,6
0.558,29,0.226,0.487,1,0.116,0.382,0.239,1
0.241,10,0.092,0.065,4,0.168,0.693,0.928,3
0.228,2,0.249,0.134,4,0.15,0.925,0.761,6
0.261,3,0.061,0.261,4,0.185,0.205,0.306,4
0.197,3,0.084,0.237,4,0.096,0.283,0.258,4
0.191,3,0.087,0.234,4,0.089,0.343,0.222,4
0.187,3,0.09,0.231,4,0.068,0.37,0.203,4
0.275,6,0.138,0.176,4,0.061,0.496,0.147,3
0.265,10,0.167,0.097,4,0.096,0.823,0.844,6
0.154,14,0.197,0.079,4,0,0.508,0.233,4
0.234,11,0.16,0.134,4,0.163,0.709,0.875,6
0.21,10,0.147,0.166,4,0,0.315,0.222,4
0.205,10,0.144,0.175,4,0.043,0.764,0.786,6
0.23,10,0.124,0.165,4,0.245,0.681,0.936,6
0.213,1,0.082,0.107,4,0.021,0.252,0.206,6
0.206,1,0.08,0.102,4,0,0.209,0.225,6
0.184,10,0.074,0.09,4,0.021,0.331,0.153,6
0.7,38,0.514,0.531,1,0.048,0.563,0.231,7
0.698,38,0.49,0.543,1,0.107,0.602,0.456,7
0.498,13,0.311,0.151,3,0.11,0.429,0.394,5
0.249,10,0.021,0.024,4,0.077,0.732,0.914,3
0.214,4,0.072,0.115,4,0,0.461,0.308,4
0.216,10,0.2,0.139,4,0.061,0.358,0.078,3
0.253,2,0.196,0.117,4,0.219,0.638,0.961,3
0.316,6,0.126,0.115,4,0.327,0.457,0.331,3
0.171,16,0.063,0.172,4,0,0.681,0.925,4
0.259,3,0.057,0.264,4,0.168,0.126,0.303,4
0.248,3,0.06,0.261,4,0.155,0.063,0.308,4
0.192,3,0.084,0.237,4,0.068,0.394,0.272,4
0.278,10,0.166,0.099,4,0.125,0.858,0.839,6
0.275,3,0.209,0.066,4,0.183,0.26,0.392,3
0.179,3,0.221,0.038,4,0,0.378,0.203,4
0.177,14,0.222,0.038,4,0,0.642,0.953,6
0.158,14,0.203,0.077,4,0,0.413,0.256,4
0.209,10,0.151,0.167,4,0,0.366,0.253,4
0.266,4,0.051,0.072,4,0.213,0.409,0.208,3
0.2,10,0.209,0.14,4,0.021,0.319,0.069,3
0.201,2,0.23,0.138,4,0.043,0.815,0.767,6
0.212,2,0.24,0.14,4,0.089,0.795,0.839,6
0.267,6,0.039,0.249,4,0.259,0.843,0.847,3
0.263,3,0.051,0.268,4,0.168,0.248,0.336,4
0.234,3,0.06,0.26,4,0.125,0.11,0.317,4
0.203,3,0.072,0.248,4,0.077,0.291,0.325,4
0.191,3,0.082,0.24,4,0.048,0.441,0.358,4
0.176,4,0.093,0.232,4,0.021,0.453,0.261,4
0.187,10,0.104,0.224,4,0.03,0.886,0.808,3
0.243,10,0.118,0.208,4,0.173,0.665,0.942,3
0.274,10,0.135,0.181,4,0.03,0.776,0.886,3
0.262,10,0.153,0.109,4,0.077,0.72,0.886,6
0.288,6,0.188,0.09,4,0.262,0.709,0.883,6
0.168,2,0.211,0.072,4,0.021,0.232,0.303,6
0.207,10,0.085,0.097,4,0.043,0.22,0.114,6
0.71,38,0.545,0.527,1,0.021,0.626,0.95,7
0.615,29,0.273,0.534,1,0.219,0.48,0.047,1
0.511,32,0.303,0.136,3,0.144,0.476,0.417,5
0.256,10,0.168,0.12,4,0.271,0.252,0.144,3
0.178,16,0.06,0.161,4,0,0.579,0.025,4
0.265,3,0.046,0.263,4,0.173,0.299,0.353,4
0.251,3,0.051,0.265,4,0.137,0.098,0.331,4
0.213,3,0.063,0.257,4,0.089,0.193,0.325,4
0.19,3,0.076,0.246,4,0.043,0.386,0.369,4
0.187,3,0.08,0.243,4,0.03,0.472,0.406,4
0.238,11,0.172,0.138,4,0.15,0.689,0.825,6
0.212,10,0.16,0.165,4,0,0.457,0.303,4
0.213,10,0.158,0.174,4,0.021,0.728,0.867,6
0.236,10,0.152,0.188,4,0.215,0.673,0.942,6
0.681,39,0.127,0.272,1,0.465,0.39,0.106,7
0.188,1,0.063,0.148,4,0,0.382,0.35,4
0.203,3,0.063,0.257,4,0.061,0.264,0.328,4
0.185,10,0.096,0.233,4,0.03,0.835,0.836,3
0.265,10,0.142,0.12,4,0.061,0.709,0.908,6
0.285,10,0.156,0.112,4,0.168,0.748,0.886,6
0.191,14,0.208,0.052,4,0,0.528,0.25,4
0.167,14,0.203,0.077,4,0,0.543,0.133,4
0.21,10,0.164,0.167,4,0,0.52,0.25,4
0.69,39,0.13,0.278,1,0.435,0.264,0.144,7
0.549,31,0.404,0.203,3,0.327,0.701,0.881,2
0.544,32,0.344,0.205,3,0.301,0.465,0.083,1
0.283,10,0.038,0.039,4,0.152,0.744,0.906,3
0.322,6,0.105,0.067,4,0.424,0.606,0.006,3
0.206,1,0.233,0.142,4,0.03,0.638,0.536,6
0.255,3,0.039,0.255,4,0.156,0.256,0.364,4
0.194,3,0.064,0.258,4,0.03,0.272,0.333,4
0.269,6,0.127,0.136,4,0.021,0.39,0.239,3
0.29,6,0.179,0.096,4,0.228,0.343,0.3,3
0.203,10,0.207,0.056,4,0.107,0.634,0.967,6
0.194,2,0.209,0.062,4,0.061,0.331,0.308,6
0.171,2,0.201,0.074,4,0,0.465,0.225,4
0.253,10,0.15,0.18,4,0.231,0.74,0.9,6
0.268,6,0.119,0.138,4,0.221,0.575,0.006,6
0.485,31,0.358,0.169,3,0.077,0.705,0.911,2
0.295,2,0.048,0.051,4,0.262,0.5,0.147,3
0.259,10,0.064,0.095,4,0.107,0.783,0.875,3
0.199,17,0.223,0.146,4,0,0.606,0.494,4
0.203,10,0.049,0.153,4,0.048,0.657,0.944,3
0.254,2,0.021,0.193,4,0.192,0.461,0.161,3
0.255,3,0.033,0.25,4,0.173,0.37,0.4,4
0.195,3,0.059,0.259,4,0.021,0.307,0.353,4
0.264,10,0.101,0.225,4,0.183,0.921,0.811,3
0.269,6,0.123,0.139,4,0.021,0.48,0.317,4
0.266,6,0.124,0.137,4,0,0.469,0.2,4
0.288,6,0.176,0.099,4,0.215,0.248,0.283,3
0.181,2,0.202,0.07,4,0.021,0.335,0.297,6
0.285,2,0.034,0.065,4,0.183,0.449,0.236,3
0.307,10,0.075,0.079,4,0.301,0.752,0.903,3
0.196,17,0.228,0.137,4,0,0.602,0.997,4
0.25,3,0.03,0.246,4,0.172,0.406,0.419,4
0.243,10,0.098,0.232,4,0.155,0.961,0.767,3
0.201,10,0.196,0.063,4,0.061,0.669,0.942,6
0.177,2,0.196,0.075,4,0,0.528,0.172,4
0.236,10,0.171,0.19,4,0.061,0.846,0.711,6
0.271,6,0.118,0.126,4,0.198,0.539,0.036,6
0.717,38,0.562,0.541,1,0.091,0.571,0.061,7
0.712,40,0.139,0.316,1,0.24,0.732,0.836,7
0.306,10,0.067,0.086,4,0.258,0.701,0.925,3
0.233,3,0.033,0.244,4,0.129,0.213,0.336,4
0.271,6,0.114,0.148,4,0,0.413,0.147,4
0.268,16,0.119,0.142,4,0.03,0.63,0.972,6
0.208,10,0.192,0.067,4,0.091,0.72,0.908,6
0.189,2,0.197,0.073,4,0.043,0.378,0.322,6
0.179,14,0.191,0.081,4,0.03,0.657,0.931,6
0.238,11,0.177,0.131,4,0.236,0.799,0.825,6
0.246,11,0.177,0.139,4,0.193,0.744,0.872,6
0.623,29,0.278,0.535,1,0.237,0.181,0.211,1
0.231,10,0.04,0.114,4,0,0.563,0.05,4
0.237,3,0.024,0.237,4,0.172,0.445,0.425,4
0.296,5,0.103,0.164,4,0.089,0.441,0.161,3
0.278,5,0.108,0.154,4,0.021,0.35,0.186,4
0.203,10,0.177,0.107,4,0.137,0.626,0.969,6
0.213,10,0.175,0.116,4,0.192,0.839,0.811,6
0.222,10,0.18,0.182,4,0,0.618,0.986,4
0.268,10,0.167,0.189,4,0.172,0.803,0.856,6
0.277,10,0.152,0.168,4,0.279,0.618,0.983,6
0.721,38,0.581,0.544,1,0.089,0.657,0.933,7
0.573,22,0.209,0.451,1,0.204,0.705,0.908,1
0.298,10,0.048,0.06,4,0.213,0.795,0.808,3
0.294,2,0.034,0.067,4,0.198,0.445,0.267,3
0.288,2,0.148,0.071,4,0.279,0.61,0.514,6
0.291,2,0.14,0.071,4,0.319,0.764,0.678,6
0.19,16,0.057,0.12,4,0,0.665,0.808,4
0.208,10,0.051,0.126,4,0.043,0.941,0.794,3
0.235,10,0.028,0.155,4,0.152,0.622,0.978,3
0.28,5,0.104,0.158,4,0,0.409,0.206,4
0.214,10,0.183,0.076,4,0.107,0.669,0.942,6
0.272,10,0.17,0.189,4,0.172,0.874,0.803,6
0.286,6,0.144,0.152,4,0.336,0.587,0.006,6
0.555,23,0.233,0.479,1,0.068,0.634,0.956,1
0.718,40,0.152,0.31,1,0.279,0.587,0.061,7
0.518,29,0.04,0.177,1,0.204,0.433,0.339,1
0.512,29,0.032,0.169,1,0.163,0.461,0.367,1
0.336,11,0.076,0.092,4,0.396,0.63,0.919,3
0.207,17,0.218,0.101,4,0,0,0.222,4
0.282,2,0.151,0.067,4,0.251,0.614,0.514,6
0.303,2,0.123,0.07,4,0.334,0.705,0.667,6
0.305,6,0.097,0.214,4,0.144,0.583,0.044,3
0.213,3,0.171,0.094,4,0.03,0.264,0.303,3
0.186,2,0.185,0.086,4,0,0.5,0.2,4
0.215,10,0.168,0.115,4,0.183,0.626,0.967,6
0.263,10,0.166,0.163,4,0.107,0.402,0.097,6
0.289,6,0.146,0.153,4,0.349,0.606,0.989,6
0.291,6,0.119,0.116,4,0.245,0.488,0.05,6
0.728,38,0.579,0.553,1,0.125,0.598,0.997,7
0.251,10,0.195,0.148,4,0.144,0.622,0.978,3
0.221,3,0.221,0.101,4,0.021,0.039,0.261,3
0.197,4,0.059,0.24,4,0,0.398,0.183,4
0.212,4,0.076,0.247,4,0.061,0.898,0.756,3
0.277,6,0.089,0.227,4,0,0.48,0.167,3
0.198,2,0.179,0.086,4,0.048,0.402,0.222,6
0.2,10,0.171,0.102,4,0.116,0.697,0.925,6
0.226,10,0.171,0.195,4,0.021,0.713,0.875,6
0.256,10,0.179,0.199,4,0.129,0.894,0.756,6
0.66,29,0.13,0.264,1,0.477,0.35,0.219,2
0.204,4,0.055,0.234,4,0.021,0.276,0.178,4
0.198,4,0.059,0.236,4,0,0.335,0.183,4
0.216,3,0.162,0.103,4,0.043,0.366,0.211,3
0.212,10,0.164,0.11,4,0.163,0.756,0.894,6
0.29,6,0.093,0.086,4,0.195,0.543,0.2,3
0.726,38,0.614,0.551,1,0.021,0.618,0.986,7
0.725,38,0.61,0.552,1,0,0.626,0.975,7
0.687,39,0.541,0.575,1,0,0.469,0.239,7
0.251,1,0.174,0.064,4,0.11,0.783,0.608,6
0.214,4,0.051,0.228,4,0.043,0.28,0.189,4
0.288,10,0.09,0.17,4,0.048,0.661,0.947,6
0.295,10,0.102,0.162,4,0.03,0.776,0.831,6
0.218,10,0.163,0.099,4,0.043,0.807,0.858,6
0.201,2,0.17,0.094,4,0.048,0.272,0.272,6
0.243,10,0.153,0.133,4,0.273,0.685,0.933,6
0.729,38,0.611,0.556,1,0,0.622,0.978,7
0.507,13,0.326,0.087,3,0.107,0.413,0.333,2
0.288,10,0.063,0.257,4,0.215,0.917,0.789,3
0.291,5,0.08,0.182,4,0,0.429,0.236,4
0.275,3,0.142,0.133,4,0.152,0.165,0.264,3
0.215,5,0.155,0.108,4,0.021,0.484,0.225,4
0.27,10,0.148,0.152,4,0.24,0.709,0.911,6
0.256,5,0.151,0.179,4,0.077,0.26,0.272,6
0.268,10,0.17,0.197,4,0.15,0.831,0.85,6
0.297,6,0.113,0.128,4,0.339,0.575,0.436,3
0.285,3,0.088,0.094,4,0.215,0.465,0.411,3
0.277,3,0.079,0.079,4,0.13,0.496,0.45,3
0.686,29,0.157,0.293,1,0.417,0.28,0.231,2
0.277,2,0.144,0.145,4,0.258,0.457,0.336,3
0.242,1,0.169,0.055,4,0.129,0.815,0.694,6
0.308,2,0.115,0.052,4,0.301,0.756,0.753,6
0.197,16,0.056,0.095,4,0,0.528,0.192,4
