"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
0.629,0.261,0.152,0.077,0.227,0.557,0.929,0.886,0.469,0.428,"W1","S29","C1"
0.523,0.058,0.106,0,0.224,0.22,0.846,0.882,0.575,0.266,"W1","S29","C2"
0.673,0.881,0.136,0.435,0.389,0.46,0.776,0.917,0.689,0.156,"W3","S32","C1"
0.462,0.239,0.045,0.258,0.295,0.289,0.882,0.921,0.571,0.192,"W1","S29","C2"
0.538,0.033,0.182,0.021,0.226,0.532,0.819,0.85,0.567,0.182,"W1","S19","C2"
0.459,0.575,0.47,0.129,0.2,0.269,0.724,0.984,0.72,0.197,"W3","S13","C2"
0.701,0.089,0.152,0.448,0.295,0.482,0.858,0.858,0.528,0.599,"W1","S23","C1"
0.611,0.667,0.136,0.31,0.208,0.848,0.799,0.976,0.717,0.394,"W1","S29","C2"
0.786,0.092,0.212,0.269,0.329,0.439,0.85,0.823,0.492,0.189,"W3","S39","C7"
0.241,0.694,0.288,0.064,0.3,0.137,0.689,0.984,0.827,0.135,"W4","S10","C6"
0.66,0.086,0.212,0.245,0.236,0.672,0.85,0.823,0.5,0.212,"W1","S29","C1"
0.653,0.528,0.348,0.387,0.359,0.273,0.839,0.984,0.626,0.142,"W1","S29","C2"
0.215,0.269,0.258,0,0.224,0.192,0.965,0.843,0.366,0.113,"W4","S3","C4"
0.357,0.581,0.348,0.322,0.372,0.313,0.768,1,0.724,0.043,"W3","S4","C3"
0.603,0.45,0.076,0.322,0.318,0.806,0.886,0.949,0.591,0.696,"W1","S12","C2"
0.448,0.356,0.136,0.043,0.224,0.158,0.925,0.925,0.516,0.121,"W3","S31","C5"
0.478,0.406,0.106,0,0.224,0.274,0.906,0.941,0.559,0.339,"W3","S17","C5"
0.692,0.994,0.167,0.533,0.439,0.057,0.799,0.866,0.61,0.286,"W3","S32","C1"
0.672,0.158,0.273,0.219,0.326,0.579,0.902,0.783,0.378,0.522,"W1","S22","C1"
0.444,0.153,0.167,0.11,0.264,0.156,0.894,0.846,0.472,0.306,"W3","S31","C2"
0.706,0.142,0.273,0.289,0.249,0.221,0.89,0.783,0.398,0.683,"W2","S22","C1"
0.753,0.064,0.182,0.366,0.385,0.443,0.835,0.843,0.535,0.327,"W3","S32","C7"
0.506,0.058,0.227,0.155,0.269,0.375,0.819,0.811,0.52,0.37,"W1","S29","C2"
0.481,0.392,0.091,0.021,0.224,0.626,0.906,0.937,0.559,0.679,"W1","S30","C2"
0.534,0.714,0.273,0.198,0.377,0.243,0.689,0.976,0.827,0.161,"W3","S31","C2"
0.555,0.806,0.121,0.429,0.317,0.852,0.78,0.941,0.713,0.854,"W1","S29","C2"
0.603,0.472,0.106,0.367,0.422,0.733,0.886,0.957,0.598,0.09,"W1","S29","C2"
0.343,0.136,0.061,0.13,0.247,0.085,0.874,0.906,0.567,0.477,"W1","S18","C2"
0.416,0.256,0.288,0.24,0.249,0.173,0.969,0.819,0.331,0.231,"W1","S23","C2"
0.488,0.331,0.121,0.219,0.247,0.416,0.925,0.917,0.508,0.365,"W1","S12","C2"
0.13,0.378,0.439,0.269,0.432,0.059,0.984,0.843,0.276,0.053,"W4","S1","C3"
0.565,0.811,0.303,0.262,0.313,0.678,0.634,0.913,0.827,0.257,"W1","S29","C2"
0.676,0.919,0.197,0.538,0.371,0.188,0.74,0.878,0.685,0.324,"W3","S32","C1"
0.679,0.15,0.061,0,0.224,0.43,0.874,0.906,0.563,0.254,"W1","S22","C1"
0.602,0.95,0.258,0.048,0.243,0.36,0.717,0.835,0.657,0.103,"W3","S23","C1"
0.535,0.189,0.167,0.155,0.221,0.572,0.913,0.858,0.465,0.676,"W1","S20","C2"
0.625,0.836,0.318,0.077,0.273,0.275,0.622,0.89,0.815,0.062,"W3","S23","C1"
0.712,0.95,0.076,0.11,0.251,0.664,0.827,0.917,0.634,0.127,"W3","S32","C1"
0.543,0.269,0.167,0.168,0.214,0.241,0.941,0.882,0.449,0.198,"W1","S29","C2"
0.209,0.056,0.348,0.231,0.377,0.194,0.776,0.728,0.461,0.114,"W4","S10","C3"
0.841,0.186,0.439,0.204,0.273,0.364,0.921,0.665,0.185,0.539,"W1","S40","C7"
0.292,0.769,0.303,0.215,0.354,0.013,0.638,0.941,0.846,0.075,"W4","S10","C3"
0.471,0.861,0.333,0.077,0.275,0.544,0.602,0.858,0.795,0.136,"W1","S29","C2"
0.653,0.175,0.288,0.043,0.211,0.192,0.917,0.783,0.358,0.335,"W1","S29","C1"
0.403,0.253,0.167,0.219,0.291,0.122,0.933,0.878,0.453,0.158,"W1","S12","C2"
0.698,0.389,0.182,0,0.224,0.43,0.937,0.929,0.5,0.076,"W1","S23","C1"
0.55,0.789,0.091,0.236,0.253,0.615,0.803,0.945,0.693,0.705,"W1","S12","C2"
0.637,0.864,0.227,0.077,0.264,0.17,0.705,0.898,0.744,0.306,"W1","S29","C1"
0.659,0.95,0.394,0.407,0.354,0.06,0.614,0.748,0.654,0.247,"W3","S33","C2"
0.578,0.081,0.424,0.048,0.244,0.724,0.776,0.654,0.354,0.3,"W1","S29","C1"
0.668,0.664,0.152,0.061,0.224,0.48,0.795,0.98,0.724,0.201,"W3","S32","C1"
0.758,0.311,0.167,0.505,0.282,0.149,0.941,0.898,0.465,0.592,"W2","S38","C1"
0.547,0.636,0.197,0.344,0.296,0.819,0.783,0.992,0.74,0.879,"W1","S29","C2"
0.507,0.078,0.061,0.271,0.302,0.334,0.858,0.913,0.591,0.273,"W1","S12","C2"
0.334,0.033,0.348,0.086,0.271,0.223,0.748,0.74,0.504,0.137,"W3","S10","C6"
0.279,0.989,0.485,0.086,0.301,0.085,0.606,0.657,0.543,0.116,"W3","S10","C6"
0.543,0.614,0.197,0.144,0.257,0.744,0.803,0.992,0.72,0.478,"W1","S29","C2"
0.727,0.461,0.242,0.327,0.267,0.571,0.913,0.961,0.543,0.282,"W3","S38","C7"
0.594,0.15,0.167,0.448,0.525,0.08,0.89,0.85,0.48,0.131,"W3","S33","C2"
0.584,0.239,0.152,0.334,0.253,0.919,0.925,0.878,0.469,0.396,"W1","S29","C2"
0.134,0.628,0.485,0.136,0.385,0.042,0.626,0.98,0.827,0.004,"W4","S5","C3"
0.609,0.361,0.061,0.375,0.324,0.769,0.89,0.933,0.575,0.466,"W1","S29","C2"
0.694,0.972,0.076,0.24,0.252,0.597,0.827,0.909,0.626,0.083,"W3","S32","C1"
0.659,0.794,0.242,0.347,0.292,0.517,0.681,0.937,0.803,0.191,"W3","S22","C1"
0.375,0.992,0.182,0.382,0.311,0.09,0.787,0.854,0.606,0.372,"W1","S12","C2"
0.317,0.131,0.439,0.211,0.244,0.099,0.85,0.646,0.252,0.113,"W4","S10","C3"
0.725,0.481,0.273,0.301,0.355,0.234,0.898,0.969,0.559,0.234,"W3","S33","C1"
0.671,0.156,0.045,0.245,0.251,0.796,0.874,0.913,0.575,0.396,"W1","S23","C1"
0.688,0.222,0.303,0.048,0.255,0.375,0.953,0.787,0.307,0.378,"W1","S30","C1"
0.461,0.281,0.227,0.068,0.253,0.535,0.961,0.858,0.39,0.766,"W1","S30","C2"
0.714,0.136,0.076,0.168,0.249,0.686,0.874,0.902,0.559,0.083,"W1","S29","C1"
0.669,0.219,0.167,0.077,0.227,0.371,0.925,0.866,0.453,0.225,"W3","S31","C1"
0.517,0.108,0.136,0.185,0.273,0.54,0.87,0.866,0.528,0.786,"W1","S20","C2"
0.655,0.953,0.091,0.11,0.218,0.104,0.819,0.909,0.634,0.149,"W2","S22","C1"
0.141,0.022,0.348,0.414,0.402,0.096,0.736,0.736,0.516,0.048,"W4","S5","C3"
0.733,0.514,0.167,0.533,0.22,0.104,0.874,0.976,0.618,0.637,"W2","S33","C1"
0.447,0.381,0.152,0.021,0.226,0.411,0.925,0.933,0.52,0.792,"W1","S20","C2"
0.676,0.231,0.061,0.061,0.226,0.73,0.886,0.917,0.563,0.081,"W1","S22","C1"
0.598,0.083,0.379,0.061,0.24,0.696,0.803,0.697,0.386,0.411,"W1","S29","C1"
0.454,0.506,0.091,0.107,0.264,0.131,0.874,0.961,0.618,0.058,"W3","S34","C2"
0.57,0.947,0.136,0.228,0.337,0.611,0.791,0.89,0.65,0.299,"W1","S30","C2"
0.735,0.167,0.273,0.702,0.544,0.204,0.909,0.787,0.374,0.425,"W3","S33","C1"
0.679,0.578,0.227,0.048,0.248,0.12,0.819,0.996,0.693,0.28,"W2","S23","C1"
0.562,0.042,0.258,0.417,0.249,0.58,0.795,0.791,0.524,0.629,"W1","S29","C1"
0.266,0.072,0.318,0.168,0.244,0.123,0.811,0.752,0.453,0.135,"W4","S10","C6"
0.617,0.436,0.091,0.089,0.22,0.11,0.894,0.949,0.583,0.245,"W1","S23","C1"
0.654,0.136,0.242,0.107,0.245,0.196,0.886,0.807,0.433,0.36,"W1","S29","C1"
0.608,0.931,0.106,0.021,0.229,0.487,0.807,0.909,0.65,0.308,"W1","S23","C1"
0.218,0.006,0.424,0.275,0.474,0.166,0.665,0.689,0.524,0.17,"W4","S10","C3"
0.75,0.889,0.121,0.381,0.203,0.45,0.787,0.917,0.677,0.246,"W1","S39","C1"
0.668,0.781,0.167,0.193,0.253,0.641,0.748,0.949,0.752,0.218,"W1","S29","C1"
0.519,0.975,0.303,0.086,0.244,0.268,0.709,0.795,0.618,0.274,"W3","S33","C2"
0.54,0.286,0.379,0.152,0.342,0.863,0.992,0.78,0.228,0.587,"W1","S30","C2"
0.441,0.444,0.091,0.107,0.227,0.387,0.89,0.949,0.587,0.302,"W1","S12","C2"
0.679,0.281,0.212,0.192,0.289,0.438,0.957,0.866,0.406,0.292,"W3","S31","C1"
0.734,0.008,0.242,0.417,0.372,0.397,0.776,0.819,0.575,0.302,"W3","S40","C7"
0.353,0.356,0.045,0.323,0.18,0.121,0.882,0.933,0.587,0.153,"W3","S2","C3"
0.503,0.106,0.197,0.096,0.245,0.5,0.862,0.827,0.484,0.758,"W1","S12","C2"
0.638,0.125,0.015,0.107,0.229,0.382,0.862,0.929,0.606,0.141,"W1","S23","C1"
0.7,0.508,0.182,0.043,0.235,0.476,0.878,0.976,0.614,0.204,"W3","S23","C1"
0.315,0.933,0.242,0.068,0.248,0.123,0.717,0.85,0.677,0.105,"W3","S10","C6"
0.542,0.45,0.258,0.221,0.283,0.728,0.921,0.953,0.524,0.628,"W1","S30","C2"
0.617,0.333,0.288,0.152,0.212,0.164,0.98,0.87,0.362,0.146,"W1","S29","C1"
0.648,0.308,0.379,0.116,0.288,0.153,0.996,0.803,0.248,0.309,"W1","S29","C1"
0.577,0.822,0.227,0.021,0.233,0.44,0.693,0.921,0.78,0.071,"W1","S29","C1"
0.4,0.028,0.167,0.269,0.326,0.143,0.823,0.862,0.579,0.146,"W1","S12","C2"
0.388,0.492,0.076,0.269,0.492,0.287,0.874,0.953,0.61,0.064,"W3","S2","C3"
0.526,0.092,0.152,0.192,0.296,0.477,0.858,0.862,0.535,0.312,"W1","S29","C2"
0.752,0.461,0.152,0.799,0.382,0.389,0.902,0.961,0.571,0.248,"W3","S38","C7"
0.694,0.956,0.106,0.043,0.231,0.634,0.811,0.902,0.638,0.097,"W3","S32","C1"
0.618,0.156,0.212,0.98,0.466,0.422,0.898,0.827,0.441,0.182,"W3","S32","C2"
0.55,0.389,0.167,0.155,0.233,0.643,0.933,0.933,0.508,0.746,"W1","S12","C2"
0.75,0.028,0.303,0.219,0.26,0.238,0.764,0.768,0.528,0.704,"W2","S22","C1"
0.64,0.136,0.152,0.192,0.274,0.72,0.882,0.858,0.5,0.46,"W1","S22","C1"
0.475,0.928,0.333,0.152,0.305,0.519,0.642,0.803,0.697,0.16,"W1","S29","C2"
0.563,0.008,0.076,0.211,0.271,0.559,0.839,0.906,0.61,0.316,"W1","S29","C2"
0.591,0.894,0.121,0.401,0.393,0.772,0.787,0.913,0.677,0.17,"W1","S30","C2"
0.629,0.892,0.242,0.043,0.252,0.62,0.701,0.878,0.724,0.192,"W1","S23","C1"
0.652,0.119,0.152,0.301,0.208,0.545,0.874,0.862,0.516,0.615,"W1","S23","C1"
0.626,0.306,0.152,0.237,0.214,0.343,0.937,0.902,0.472,0.339,"W3","S32","C1"
0.712,0.608,0.288,0.305,0.403,0.179,0.764,1,0.748,0.607,"W2","S32","C1"
0.597,0.458,0.106,0.048,0.226,0.338,0.89,0.953,0.591,0.523,"W1","S23","C1"
0.605,0.911,0.227,0.122,0.279,0.245,0.717,0.87,0.705,0.285,"W1","S29","C1"
0.594,0.883,0.182,0.021,0.236,0.418,0.744,0.902,0.709,0.237,"W3","S24","C1"
0.645,0.975,0.136,0.221,0.233,0.479,0.803,0.886,0.626,0.55,"W1","S23","C1"
0.415,0.378,0.333,0.152,0.3,0.349,0.976,0.886,0.37,0.32,"W3","S10","C3"
0.512,0.414,0.167,0.173,0.267,0.409,0.925,0.941,0.528,0.316,"W1","S12","C2"
0.461,0.033,0.318,0.122,0.311,0.442,0.76,0.752,0.508,0.869,"W1","S29","C1"
0.558,0.544,0.152,0.192,0.182,0.528,0.858,0.98,0.646,0.787,"W1","S20","C2"
0.678,0.592,0.258,0.03,0.24,0.383,0.799,1,0.717,0.364,"W1","S29","C7"
0.461,0.156,0.106,0.152,0.257,0.272,0.886,0.886,0.528,0.397,"W1","S12","C2"
0.489,0.089,0.197,0.185,0.276,0.308,0.85,0.831,0.504,0.408,"W1","S12","C2"
0.695,0.875,0.303,0.384,0.262,0.528,0.646,0.866,0.764,0.199,"W3","S22","C1"
0.576,0.933,0.091,0.228,0.258,0.579,0.811,0.909,0.646,0.189,"W1","S29","C2"
0.566,0.956,0.045,0.193,0.3,0.292,0.839,0.921,0.626,0.108,"W3","S32","C2"
0.694,0.336,0.061,0.5,0.307,0.607,0.894,0.929,0.567,0.347,"W1","S29","C1"
0.733,0.097,0.242,0.086,0.24,0.264,0.85,0.795,0.461,0.678,"W2","S22","C1"
0.572,0.069,0.121,0.219,0.304,0.232,0.85,0.878,0.563,0.109,"W3","S24","C1"
0.589,0.625,0.061,0.224,0.354,0.831,0.846,0.957,0.654,0.243,"W1","S29","C2"
0.377,0.053,0.182,0.192,0.247,0.246,0.831,0.843,0.543,0.276,"W3","S10","C6"
0.658,0.05,0.197,0.429,0.442,0.331,0.827,0.839,0.543,0.374,"W3","S24","C1"
0.593,0.203,0.106,0.308,0.313,0.402,0.902,0.89,0.516,0.914,"W1","S29","C1"
0.459,0.514,0.242,0.152,0.304,0.345,0.87,0.98,0.614,0.346,"W1","S30","C2"
0.56,0.511,0.152,0.116,0.253,0.66,0.878,0.972,0.618,0.789,"W1","S30","C2"
0.562,0.453,0.091,0.043,0.224,0.276,0.89,0.953,0.591,0.544,"W1","S23","C1"
0.339,0.192,0.091,0.15,0.217,0.131,0.89,0.898,0.535,0.092,"W1","S9","C2"
0.538,0.678,0.424,0.03,0.247,0.39,0.602,0.976,0.882,0.291,"W3","S33","C2"
0.446,0.111,0.182,0.339,0.262,0.008,0.87,0.843,0.496,0.1,"W3","S17","C5"
0.788,0.256,0.409,0.152,0.221,0.488,0.984,0.732,0.185,0.377,"W1","S37","C7"
0.43,0.219,0.212,0.405,0.186,0.104,0.937,0.843,0.409,0.368,"W1","S29","C2"
0.57,0.947,0.303,0.061,0.233,0.489,0.685,0.811,0.665,0.278,"W3","S22","C1"
0.598,0.289,0.121,0.077,0.234,0.449,0.921,0.906,0.508,0.095,"W1","S29","C1"
0.714,0.008,0.061,0.364,0.255,0.83,0.843,0.913,0.61,0.083,"W1","S22","C1"
0.618,0.172,0.136,0.215,0.345,0.27,0.898,0.87,0.492,0.403,"W3","S32","C1"
0.714,0.011,0.061,0.152,0.248,0.827,0.846,0.913,0.61,0.075,"W1","S22","C1"
0.621,0.075,0.091,0.021,0.224,0.53,0.854,0.89,0.571,0.024,"W3","S23","C1"
0.584,0.9,0.091,0.319,0.375,0.244,0.803,0.917,0.661,0.333,"W3","S32","C2"
0.657,0.917,0.485,0.395,0.349,0.149,0.504,0.72,0.728,0.23,"W3","S24","C1"
0.658,0.406,0.076,0.215,0.271,0.289,0.894,0.941,0.575,0.111,"W3","S23","C1"
0.345,0.286,0.121,0.356,0.238,0.14,0.917,0.906,0.512,0.55,"W1","S18","C2"
0.517,0.103,0.076,0.137,0.238,0.183,0.866,0.902,0.571,0.287,"W1","S29","C2"
0.567,0.917,0.288,0.03,0.226,0.412,0.677,0.843,0.709,0.26,"W3","S22","C1"
0.587,0.239,0.182,0.237,0.368,0.408,0.933,0.87,0.445,0.322,"W3","S23","C1"
0.676,0.103,0.136,0.122,0.251,0.31,0.866,0.862,0.528,0.232,"W3","S23","C1"
0.672,0.322,0.424,0.269,0.434,0.502,1,0.791,0.213,0.301,"W3","S33","C1"
0.462,0.528,0.348,0.077,0.262,0.336,0.839,0.984,0.626,0.132,"W3","S13","C2"
0.591,0.831,0.182,0.043,0.234,0.405,0.736,0.929,0.744,0.376,"W1","S23","C1"
0.45,0.036,0.197,0.24,0.224,0.192,0.815,0.835,0.555,0.164,"W1","S12","C2"
0.677,0.867,0.182,0.232,0.26,0.025,0.732,0.909,0.724,0.275,"W2","S23","C1"
0.773,0.967,0.152,0.647,0.309,0.195,0.791,0.882,0.634,0.237,"W3","S38","C7"
0.767,0.3,0.061,0.156,0.244,0.412,0.89,0.925,0.567,0.285,"W1","S39","C7"
0.669,0.103,0.076,0.107,0.198,0.403,0.866,0.902,0.575,0.273,"W1","S23","C1"
0.587,0.981,0.121,0.043,0.235,0.131,0.815,0.894,0.622,0.193,"W2","S22","C1"
0.643,0.992,0.197,0.627,0.674,0.191,0.78,0.846,0.606,0.148,"W3","S31","C1"
0.565,0.039,0.182,0.365,0.36,0.348,0.819,0.843,0.555,0.224,"W3","S32","C2"
0.568,0.408,0.242,0.086,0.249,0.579,0.945,0.929,0.472,0.728,"W1","S29","C2"
0.659,0.6,0.288,0.077,0.256,0.213,0.772,1,0.74,0.611,"W2","S22","C1"
0.601,0.353,0.212,0.086,0.27,0.488,0.957,0.906,0.441,0.388,"W1","S30","C1"
0.552,0.647,0.212,0.064,0.247,0.017,0.772,0.992,0.752,0.163,"W3","S32","C2"
0.704,0.25,0.121,0.107,0.19,0.588,0.917,0.894,0.5,0.302,"W1","S38","C7"
0.425,0.942,0.394,0.173,0.351,0.25,0.606,0.756,0.673,0.359,"W3","S10","C6"
0.611,0.139,0.197,0.03,0.217,0.576,0.886,0.835,0.469,0.389,"W1","S29","C1"
0.63,0.522,0.303,0.183,0.24,0.435,0.854,0.984,0.618,0.109,"W3","S34","C2"
0.388,0.233,0.076,0,0.224,0.255,0.894,0.909,0.547,0.713,"W1","S16","C2"
0.43,0.169,0.273,0.043,0.252,0.195,0.913,0.787,0.37,0.318,"W1","S12","C2"
0.459,0.453,0.121,0.021,0.227,0.286,0.898,0.953,0.579,0.36,"W1","S30","C2"
0.458,0.2,0.409,0,0.224,0.035,0.941,0.693,0.201,0.311,"W1","S30","C5"
0.448,0.369,0.152,0.091,0.265,0.349,0.929,0.929,0.512,0.929,"W1","S12","C2"
0.553,0.267,0.091,0,0.224,0.677,0.909,0.909,0.524,0.671,"W1","S29","C2"
0.635,0.383,0.197,0.043,0.217,0.45,0.941,0.925,0.484,0.109,"W3","S23","C1"
0.325,0.347,0.273,0.125,0.304,0.08,0.972,0.882,0.39,0.121,"W3","S4","C3"
0.635,0.433,0.167,0.077,0.234,0.176,0.917,0.949,0.543,0.281,"W1","S23","C1"
0.281,0.719,0.424,0.061,0.27,0.17,0.555,0.953,0.913,0.119,"W4","S10","C6"
0.529,0.731,0.5,0.122,0.292,0.131,0.484,0.925,0.941,0.155,"W3","S13","C2"
0.029,0.975,0.318,0.129,0.307,0.021,0.701,0.783,0.614,0.105,"W4","S5","C6"
0.588,0.075,0.045,0.533,0.313,0.787,0.858,0.913,0.594,0.778,"W1","S12","C2"
0.034,0.194,0.561,0.021,0.233,0.008,0.909,0.563,0,0.05,"W4","S1","C3"
0.743,0.278,0.197,0.173,0.305,0.295,0.953,0.87,0.421,0.363,"W1","S39","C7"
0.553,0.036,0.288,0.156,0.36,0.156,0.78,0.78,0.524,0.477,"W3","S24","C1"
0.68,0.472,0.182,0.021,0.222,0.193,0.902,0.965,0.579,0.36,"W1","S23","C1"
0.743,0.767,0.167,0.15,0.224,0.741,0.752,0.953,0.752,0.13,"W1","S39","C1"
0.423,0.081,0.03,0.125,0.23,0.277,0.858,0.917,0.598,0.929,"W1","S12","C2"
0.602,0.917,0.197,0.089,0.234,0.341,0.74,0.882,0.689,0.101,"W3","S22","C1"
0.75,0.75,0.136,0.596,0.381,0.135,0.78,0.957,0.728,0.314,"W3","S32","C1"
0.458,0.375,0.091,0.211,0.275,0.384,0.906,0.933,0.551,0.944,"W1","S12","C2"
0.416,0.564,0.227,0.215,0.297,0.328,0.831,0.992,0.677,0.326,"W3","S4","C3"
0.538,0.453,0.121,0.231,0.252,0.527,0.898,0.953,0.579,0.643,"W1","S12","C2"
0.654,0.144,0.197,0.317,0.349,0.632,0.89,0.831,0.457,0.317,"W1","S29","C1"
0.278,0.203,0.303,0.11,0.296,0.099,0.941,0.78,0.319,0.201,"W4","S6","C6"
0.72,0,0.076,0.068,0.231,0.769,0.839,0.909,0.614,0.069,"W1","S38","C1"
0.583,0.681,0.212,0.228,0.36,0.404,0.748,0.984,0.776,0.258,"W3","S33","C2"
0.693,0.828,0.091,0.349,0.283,0.072,0.803,0.937,0.681,0.24,"W2","S23","C1"
0.582,0.883,0.212,0.364,0.098,0.253,0.724,0.894,0.72,0.288,"W3","S32","C2"
0.702,0,0.015,0.336,0.284,0.093,0.854,0.929,0.614,0.224,"W2","S23","C1"
0.428,0.906,0.045,0.322,0.349,0.152,0.831,0.925,0.642,0.099,"W1","S12","C2"
0.686,0.908,0.167,0.519,0.344,0.308,0.756,0.894,0.685,0.103,"W3","S32","C1"
0.471,0.242,0.136,0,0.224,0.532,0.921,0.886,0.484,0.437,"W1","S23","C2"
0.589,0.928,0.364,0.163,0.28,0.492,0.626,0.791,0.701,0.294,"W3","S24","C1"
0.358,0.828,0.439,0.177,0.399,0.064,0.5,0.85,0.874,0.064,"W3","S33","C6"
0.286,0.281,0.242,0.048,0.245,0.089,0.965,0.854,0.382,0.225,"W4","S6","C3"
0.352,0.594,0.409,0.107,0.304,0.169,0.72,0.996,0.756,0.175,"W3","S3","C3"
0.656,0.969,0.212,0.107,0.247,0.627,0.76,0.85,0.63,0.241,"W1","S23","C1"
0.177,0.425,0.242,0.11,0.323,0.03,0.937,0.941,0.496,0.057,"W4","S2","C3"
0.64,0.142,0.197,0.156,0.266,0.455,0.89,0.831,0.457,0.719,"W1","S30","C1"
0.576,0.244,0.182,0.125,0.265,0.144,0.937,0.866,0.433,0.377,"W1","S29","C2"
0.492,0.197,0.348,0.122,0.209,0.042,0.937,0.744,0.28,0.24,"W1","S30","C5"
0.769,0.581,0.227,0.262,0.341,0.612,0.819,0.996,0.697,0.418,"W3","S33","C7"
0.278,0.347,0.182,0.122,0.301,0.023,0.945,0.913,0.472,0.077,"W4","S2","C3"
0.639,0.044,0.106,0.327,0.34,0.715,0.843,0.89,0.583,0.115,"W1","S29","C1"
0.375,0.503,0.409,0.048,0.257,0.271,0.854,0.965,0.563,0.192,"W3","S4","C3"
0.734,0.706,0.152,0.185,0.236,0.511,0.78,0.972,0.736,0.262,"W3","S32","C1"
0.659,0.439,0.061,0.144,0.23,0.371,0.886,0.945,0.591,0.153,"W3","S23","C1"
0.639,0.958,0.045,0.537,0.295,0.262,0.843,0.925,0.626,0.374,"W3","S32","C1"
0.615,0.192,0.121,0.155,0.262,0.275,0.902,0.882,0.504,0.48,"W3","S24","C1"
0.565,0.078,0.076,0.346,0.253,0.709,0.858,0.906,0.583,0.759,"W1","S12","C2"
0.575,0.45,0.076,0.198,0.257,0.831,0.886,0.949,0.591,0.513,"W1","S29","C2"
0.523,0.919,0.303,0.304,0.469,0.186,0.657,0.827,0.709,0.33,"W3","S33","C2"
0.547,0.133,0.197,0.221,0.295,0.115,0.882,0.831,0.469,0.274,"W1","S29","C2"
0.347,0.158,0.197,0.237,0.257,0.106,0.898,0.835,0.453,0.501,"W1","S18","C2"
0.168,0.789,0.424,0.03,0.252,0.15,0.524,0.898,0.902,0.085,"W4","S10","C3"
0.603,0.058,0.152,0.089,0.258,0.275,0.843,0.862,0.555,0.241,"W1","S30","C1"
0.801,0.003,0.273,0.273,0.483,0.152,0.752,0.799,0.579,0.225,"W2","S40","C7"
0.717,0.975,0.091,0,0.224,0.756,0.827,0.906,0.626,0.055,"W1","S38","C1"
0.492,0.058,0.182,0.061,0.234,0.487,0.835,0.843,0.543,0.761,"W1","S12","C2"
0.509,0.094,0.258,0.137,0.204,0.053,0.846,0.787,0.453,0.086,"W3","S31","C2"
0.376,0.683,0.091,0.129,0.286,0.105,0.819,0.961,0.685,0.86,"W1","S18","C5"
0.455,0.983,0.106,0.198,0.245,0.413,0.823,0.898,0.618,0.725,"W1","S12","C2"
0.689,0.094,0.076,0,0.224,0.476,0.862,0.898,0.575,0.279,"W1","S29","C1"
0.67,0.144,0.409,0.077,0.269,0.497,0.878,0.681,0.268,0.077,"W3","S22","C1"
0.344,0.478,0.303,0.048,0.235,0.2,0.902,0.965,0.547,0.11,"W3","S3","C3"
0.282,0.881,0.333,0.15,0.342,0.109,0.618,0.846,0.772,0.076,"W4","S10","C6"
0.384,0.153,0.258,0.077,0.236,0.308,0.898,0.795,0.398,0.306,"W3","S10","C6"
0.496,0.753,0.227,0.086,0.26,0.361,0.705,0.961,0.803,0.322,"W3","S32","C2"
0.701,0.947,0.212,0.068,0.23,0.797,0.752,0.862,0.657,0.107,"W1","S22","C1"
0.757,0.764,0.333,0.336,0.256,0.085,0.606,0.937,0.87,0.142,"W2","S22","C1"
0.63,0.531,0.182,0.163,0.267,0.3,0.862,0.98,0.638,0.025,"W3","S31","C1"
0.466,0.819,0.061,0.172,0.286,0.413,0.823,0.937,0.665,0.908,"W1","S30","C2"
0.732,0.842,0.106,0.245,0.293,0.468,0.795,0.933,0.685,0.228,"W1","S39","C1"
0.333,0.792,0.136,0.236,0.351,0.087,0.764,0.945,0.732,0.045,"W4","S6","C6"
0.596,0.325,0.091,0,0.224,0.167,0.909,0.921,0.535,0.426,"W3","S23","C1"
0.368,0.236,0.091,0.224,0.287,0.081,0.898,0.906,0.535,0.14,"W1","S9","C2"
0.472,0.953,0.091,0.15,0.283,0.227,0.819,0.909,0.634,0.193,"W3","S10","C5"
0.586,0.528,0.121,0.389,0.411,0.829,0.866,0.972,0.63,0.71,"W1","S12","C2"
0.466,0.461,0.212,0.068,0.248,0.477,0.909,0.961,0.559,0.441,"W1","S30","C2"
0.756,0.647,0.258,0.021,0.221,0.301,0.748,0.996,0.776,0.486,"W2","S32","C1"
0.65,0.047,0.167,0.245,0.245,0.455,0.831,0.85,0.555,0.568,"W1","S29","C1"
0.402,0.181,0.212,0.144,0.27,0.319,0.913,0.831,0.429,0.305,"W3","S10","C6"
0.487,0.183,0.242,0.021,0.236,0.123,0.921,0.811,0.394,0.054,"W3","S32","C2"
0.462,0.897,0.364,0.107,0.287,0.494,0.602,0.819,0.752,0.186,"W1","S29","C2"
0.521,0.133,0.182,0.137,0.261,0.443,0.882,0.843,0.48,0.355,"W1","S12","C2"
0.669,0.628,0.212,0.237,0.304,0.16,0.783,0.992,0.74,0.286,"W1","S39","C1"
0.348,0.092,0.288,0.086,0.248,0.03,0.839,0.772,0.441,0.2,"W3","S10","C6"
