"Elevation","Soil_Type","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Horizontal_Distance_To_Hydrology","Hillshade_3pm","Aspect","Cover_Type"
0.686,23,0.41,0.042,3,0.211,0.736,0.703,1
0.861,40,0.371,0.138,1,0.646,0.201,0.319,1
0.627,33,0.134,0.266,3,0.429,0.382,0.306,2
0.433,12,0.244,0.478,1,0.048,0.331,0.264,2
0.336,18,0.083,0.484,1,0.204,0.469,0.253,2
0.713,39,0.338,0.377,1,0.116,0.236,0.267,7
0.564,23,0.341,0.296,3,0.048,0.512,0.172,1
0.524,30,0.564,0.203,1,0.136,0.52,0.475,2
0.686,24,0.072,0.193,2,0.31,0.665,0.942,1
0.542,29,0.096,0.255,1,0.313,0.622,0.981,2
0.779,38,0.332,0.517,1,0.107,0.398,0.281,7
0.461,30,0.417,0.364,1,0.163,0.571,0.456,2
0.527,29,0.584,0.819,1,0.152,0.752,0.792,2
0.689,22,0.776,0.191,1,0.317,0.492,0.35,1
0.879,40,0.413,0.196,1,0.424,0.441,0.086,1
0.405,29,0.237,0.738,1,0.086,0.52,0.175,2
0.646,29,0.555,0.143,1,0.228,0.606,0.992,1
0.769,39,0.401,0.303,3,0.59,0.555,0.456,7
0.573,12,0.736,0.781,1,0.429,0.551,0.125,2
0.634,23,0.093,0.146,2,0.086,0.677,0.875,1
0.576,33,0.233,0.415,3,0.455,0.453,0.114,2
0.549,32,0.268,0.284,3,0.221,0.693,0.675,2
0.422,12,0.131,0.112,1,0.325,0.528,0.147,2
0.41,12,0.24,0.137,1,0.048,0.571,0.478,2
0.485,12,0.449,0.272,1,0.021,0.476,0.417,2
0.455,12,0.373,0.798,1,0.136,0.567,0.167,2
0.411,29,0.269,0.624,1,0.107,0.539,0.028,2
0.578,29,0.741,0.2,1,0.219,0.744,0.606,2
0.603,29,0.43,0.816,1,0.03,0.472,0.067,1
0.457,12,0.379,0.942,1,0.258,0.563,0.125,2
0.434,30,0.072,0.055,1,0.152,0.264,0.389,5
0.678,32,0.366,0.037,3,0.452,0.76,0.811,1
0.737,38,0.542,0.251,1,0.096,0.445,0.056,7
0.596,33,0.19,0.309,3,0.399,0.417,0.217,2
0.458,30,0.416,0.365,1,0.144,0.559,0.436,2
0.695,38,0.491,0.509,1,0.061,0.535,0.2,7
0.349,10,0.07,0.199,3,0.15,0.441,0.164,6
0.448,30,0.025,0.075,1,0.068,0.37,0.125,5
0.58,29,0.431,0.06,1,0.048,0.547,0.325,1
0.114,1,0.04,0.06,4,0.144,0.185,0.139,3
0.761,31,0.163,0.099,2,0.667,0.543,0.272,1
0.698,31,0.565,0.312,3,0.365,0.728,0.903,1
0.538,32,0.222,0.345,3,0.28,0.843,0.753,2
0.517,33,0.063,0.06,3,0.152,0.26,0.203,2
0.359,3,0.126,0.131,3,0.289,0.346,0.289,3
0.397,23,0.157,0.033,1,0.193,0.472,0.25,2
0.589,23,0.166,0.412,3,0.021,0.512,0.275,1
0.439,30,0.046,0.063,1,0.021,0.331,0.267,5
0.58,29,0.435,0.223,1,0.068,0.531,0.175,1
0.342,6,0.109,0.105,4,0.192,0.736,0.886,6
0.337,18,0.175,0.588,1,0.163,0.547,0.125,2
0.754,39,0.398,0.322,1,0.122,0.567,0.053,7
0.522,32,0.184,0.147,3,0.424,0.567,0.075,2
0.511,20,0.522,0.781,1,0.096,0.413,0.158,2
0.638,29,0.488,0.124,1,0.203,0.654,0.775,1
0.427,12,0.141,0.251,1,0.236,0.634,0.7,2
0.572,29,0.239,0.232,1,0.089,0.626,0.972,2
0.677,32,0.338,0.122,3,0.215,0.732,0.683,1
0.724,33,0.222,0.161,2,0.366,0.315,0.367,1
0.542,29,0.878,0.581,1,0.13,0.177,0.275,2
0.645,33,0.388,0.373,3,0.24,0.85,0.853,1
0.669,33,0.219,0.325,3,0.211,0.772,0.617,1
0.522,32,0.408,0.307,3,0.155,0.756,0.8,2
0.474,13,0.285,0.071,3,0.116,0.327,0.317,5
0.633,24,0.227,0.282,3,0.198,0.524,0.031,1
0.557,29,0.793,0.662,1,0.366,0.736,0.675,2
0.602,22,0.48,0.085,1,0.122,0.657,0.861,1
0.671,23,0.055,0.371,3,0.586,0.634,0.533,2
0.701,32,0.621,0.092,3,0.116,0.768,0.836,1
0.381,2,0.259,0.092,3,0.258,0.587,0.422,3
0.584,23,0.428,0.204,1,0,0.567,0.072,1
0.317,10,0.118,0.092,4,0.107,0.795,0.786,6
0.502,30,0.853,0.61,1,0.03,0.327,0.344,2
0.591,33,0.343,0.188,3,0.192,0.685,0.919,1
0.343,10,0.347,0.098,3,0.068,0.484,0.061,6
0.489,13,0.2,0.202,3,0.215,0.992,0.764,2
0.622,30,0.484,0.394,1,0.251,0.402,0.367,1
0.595,24,0.396,0.233,3,0.091,0.902,0.778,1
0.486,26,0.292,0.322,3,0.086,0.528,0.417,5
0.473,12,0.442,0.397,1,0.172,0.504,0.414,2
0.468,12,0.282,0.312,1,0.091,0.587,0.144,2
0.53,30,0.777,0.574,1,0.048,0.307,0.3,2
0.488,12,0.379,0.358,1,0.136,0.441,0.189,2
0.577,29,0.516,0.699,1,0.13,0.472,0.086,1
0.453,12,0.352,0.826,1,0.261,0.539,0.244,2
0.533,31,0.069,0.077,3,0.211,0.563,0.006,2
0.433,32,0.327,0.282,3,0.219,0.559,0.036,6
0.494,26,0.304,0.312,3,0.15,0.551,0.397,5
0.719,22,0.831,0.06,1,0.231,0.555,0.136,1
0.629,29,0.101,0.232,1,0.129,0.402,0.242,1
0.299,3,0.143,0.176,3,0.064,0.811,0.658,3
0.448,13,0.185,0.193,3,0.15,0.961,0.731,2
0.32,4,0.117,0.131,3,0.183,0.209,0.225,3
0.551,12,0.57,0.284,1,0.136,0.406,0.214,2
0.646,32,0.28,0.111,3,0.198,0.713,0.831,1
0.626,32,0.413,0.194,3,0.951,0.437,0.136,2
0.437,4,0.099,0.296,3,0.068,0.61,0.514,5
0.587,21,0.246,0.188,3,0,0.724,0.711,1
0.58,30,0.799,0.785,1,0.712,0.665,0.581,2
0.412,12,0.155,0.299,1,0.043,0.531,0.206,2
0.441,12,0.197,0.293,1,0.086,0.567,0.228,2
0.415,29,0.143,0.089,1,0.215,0.406,0.208,2
0.732,24,0.119,0.162,2,0.096,0.386,0.394,7
0.642,23,0.322,0.105,3,0.03,0.63,0.969,1
0.778,35,0.297,0.212,1,0.376,0.402,0.2,7
0.421,33,0.109,0.307,3,0.237,0.323,0.092,2
0.632,23,0.093,0.147,2,0.107,0.685,0.875,1
0.379,3,0.152,0.156,3,0.203,0.819,0.739,3
0.629,22,0.393,0.569,1,0,0.28,0.122,1
0.289,6,0.102,0.156,4,0.116,0.457,0.15,3
0.513,33,0.165,0.263,3,0.387,0.756,0.767,2
0.585,32,0.207,0.013,3,0.03,0.744,0.608,2
0.411,23,0.083,0.176,1,0.068,0.457,0.264,2
0.651,30,0.699,0.433,1,0.279,0.457,0.136,1
0.618,29,0.295,0.45,1,0.064,0.764,0.875,1
0.539,29,0.638,0.785,1,0.137,0.469,0.125,2
0.581,29,0.829,0.79,1,0.531,0.724,0.711,2
0.702,23,0.466,0.415,1,0.258,0.492,0.344,1
0.651,31,0.243,0.361,3,0.428,0.535,0.064,1
0.308,6,0.082,0.232,4,0.122,0.413,0.208,3
0.532,11,0.167,0.355,3,0.471,0.402,0.175,2
0.666,23,0.162,0.352,1,0,0.504,0.264,1
0.696,39,0.214,0.414,1,0.245,0.752,0.872,1
0.563,29,0.064,0.226,1,0.107,0.319,0.328,1
0.616,29,0.599,0.411,1,0.043,0.543,0.017,1
0.644,29,0.158,0.147,1,0.116,0.319,0.208,1
0.594,24,0.397,0.334,3,0.136,0.772,0.881,1
0.756,33,0.557,0.4,3,0.279,0.528,0.475,7
0.636,23,0.365,0.155,1,0.048,0.579,0.292,1
0.686,22,0.451,0.265,1,0.091,0.622,0.981,1
0.698,23,0.192,0.044,1,0.232,0.488,0.108,1
0.672,24,0.22,0.109,3,0.586,0.815,0.831,1
0.687,30,0.686,0.439,1,0.36,0.287,0.194,1
0.772,32,0.372,0.176,3,0.347,0.744,0.717,1
0.508,32,0.206,0.217,3,0.279,0.492,0.192,2
0.328,10,0.2,0.216,3,0,0.606,0.414,6
0.55,30,0.792,0.329,1,0.322,0.646,0.547,2
0.666,23,0.602,0.468,1,0.395,0.602,0.994,1
0.671,22,0.609,0.489,3,0.043,0.409,0.364,1
0.665,22,0.06,0.199,2,0.346,0.748,0.875,1
0.698,39,0.239,0.114,3,0,0.291,0.161,7
0.617,29,0.514,0.418,1,0.243,0.413,0.283,1
0.649,22,0.437,0.538,1,0.03,0.5,0.031,1
0.491,30,0.131,0.03,1,0.043,0.445,0.161,5
0.505,12,0.489,0.234,1,0.152,0.453,0.386,2
0.672,22,0.797,0.325,1,0.163,0.559,0.1,1
0.566,29,0.549,0.778,1,0.152,0.496,0.314,2
0.787,40,0.144,0.203,2,0.357,0.618,0.978,7
0.59,32,0.155,0.266,3,0.204,0.665,0.8,2
0.611,31,0.461,0.233,3,0.203,0.299,0.097,1
0.577,32,0.183,0.223,3,0.354,0.736,0.769,2
0.571,24,0.138,0.327,3,0,0.335,0.139,1
0.561,29,0.547,0.182,1,0.122,0.701,0.919,2
0.532,29,0.075,0.236,1,0.304,0.492,0.106,2
0.564,29,0.525,0.131,1,0.048,0.508,0.325,1
0.128,6,0.063,0.103,4,0.107,0.669,0.55,3
0.464,12,0.212,0.178,1,0.183,0.606,0,2
0.564,29,0.556,0.321,1,0.221,0.598,0.1,2
0.755,38,0.242,0.44,2,0.219,0.512,0.25,1
0.514,34,0.223,0.106,3,0.322,0.524,0.419,2
0.467,12,0.312,0.187,1,0.221,0.539,0.142,2
0.422,29,0.227,0.113,1,0.03,0.642,0.944,2
0.404,23,0.182,0.054,1,0.136,0.535,0.411,2
0.673,23,0.581,0.299,1,0.611,0.484,0.108,1
0.715,32,0.661,0.125,3,0.232,0.626,0.975,1
0.588,31,0.224,0.149,3,0.061,0.528,0.108,1
0.547,29,0.525,0.353,1,0.192,0.441,0.286,2
0.685,31,0.334,0.47,3,0.304,0.63,0.972,1
0.683,24,0.313,0.345,3,0.387,0.472,0.078,1
0.567,32,0.274,0.344,3,0.365,0.579,0.475,2
0.656,29,0.747,0.152,1,0.413,0.539,0.106,1
0.661,24,0.573,0.052,3,0.163,0.799,0.85,1
0.43,12,0.281,0.826,1,0.24,0.587,0.422,2
0.587,32,0.015,0.18,3,0.13,0.449,0.139,2
0.563,29,0.787,0.571,1,0.46,0.563,0.4,2
0.651,22,0.805,0.364,1,0.116,0.768,0.692,2
0.428,12,0.157,0.255,1,0.064,0.646,0.936,2
0.61,29,0.524,0.142,1,0.089,0.567,0.386,1
0.648,22,0.188,0.661,2,0.077,0.488,0.164,1
0.593,29,0.911,0.418,1,0.122,0.594,0.458,2
0.427,12,0.115,0.266,1,0.286,0.441,0.153,2
0.638,22,0.566,0.262,3,0,0.669,0.936,1
0.785,40,0.266,0.095,3,0.269,0.638,0.531,7
0.35,12,0.063,0.153,1,0.259,0.425,0.253,2
0.314,6,0.034,0.248,4,0.136,0.618,0.992,3
0.466,30,0.327,0.375,1,0.086,0.65,0.9,2
0.779,39,0.494,0.219,3,0.48,0.386,0.158,7
0.664,33,0.33,0.044,3,0.215,0.74,0.886,1
0.135,10,0.048,0.079,4,0.173,0.488,0.031,6
0.164,10,0.059,0.069,4,0.077,0.63,0.95,3
0.332,2,0.119,0.129,3,0.173,0.461,0.375,3
0.636,24,0.142,0.211,3,0.41,0.654,0.953,1
0.619,29,0.601,0.561,1,0.558,0.433,0.117,1
0.789,39,0.489,0.2,3,0.451,0.433,0.15,7
0.752,39,0.382,0.289,3,0.714,0.583,0.492,7
0.499,29,0.338,0.343,1,0.136,0.697,0.831,2
0.601,29,0.094,0.118,1,0.064,0.24,0.244,1
0.721,40,0.165,0.15,3,0.325,0.283,0.283,7
0.8,40,0.362,0.282,1,0.414,0.331,0.214,1
0.51,32,0.468,0.086,3,0.24,0.535,0.125,2
0.779,39,0.473,0.207,1,0.061,0.815,0.872,1
0.285,10,0.1,0.213,4,0.144,0.63,0.964,6
0.679,22,0.209,0.603,2,0.152,0.744,0.603,1
0.535,29,0.792,0.83,1,0.283,0.846,0.772,2
0.964,40,0.703,0.432,3,0.691,0.642,0.958,7
0.575,29,0.836,0.5,1,0.516,0.78,0.658,2
0.511,29,0.721,0.06,1,0.091,0.823,0.853,2
0.603,32,0.101,0.146,3,0.125,0.776,0.719,2
0.374,13,0.239,0.18,3,0.048,0.831,0.867,6
0.586,29,0.832,0.488,1,0.586,0.606,0.5,2
0.604,13,0.327,0.177,3,0.401,0.898,0.658,2
0.68,22,0.075,0.301,1,0.068,0.48,0.2,1
0.333,10,0.121,0.188,3,0.061,0.299,0.072,6
0.236,10,0.173,0.047,4,0.116,0.862,0.728,6
0.68,29,0.607,0.425,1,0.116,0.622,0.981,1
0.691,23,0.04,0.225,2,0.279,0.646,0.958,1
0.285,10,0.053,0.1,4,0.156,0.823,0.867,3
0.573,29,0.687,0.039,1,0.322,0.772,0.858,2
0.661,22,0.726,0.343,1,0.048,0.642,0.925,1
0.469,13,0.478,0.224,3,0.354,0.661,0.547,2
0.654,29,0.205,0.376,1,0.021,0.378,0.219,1
0.398,23,0.156,0.027,1,0.195,0.413,0.189,2
0.549,29,0.51,0.303,1,0.183,0.563,0.375,2
0.318,18,0.132,0.586,1,0.173,0.602,0.175,2
0.604,29,0.816,0.229,1,0.381,0.673,0.589,2
0.634,22,0.085,0.272,3,0.298,0.736,0.906,1
0.571,29,0.783,0.402,1,0.259,0.646,0.539,2
0.194,14,0.116,0.063,4,0.021,0.307,0.303,4
0.609,24,0.116,0.261,2,0.122,0.72,0.836,1
0.369,4,0.244,0.08,3,0.221,0.783,0.619,3
0.523,33,0.242,0.338,3,0.107,0.689,0.925,2
0.677,22,0.739,0.089,1,0.061,0.614,0.994,1
0.65,29,0.816,0.145,1,0.346,0.587,0.028,1
0.572,29,0.68,0.535,1,0.228,0.48,0.053,1
0.325,2,0.097,0.138,3,0.091,0.795,0.683,3
0.547,12,0.638,0.729,1,0.258,0.516,0.203,2
0.645,31,0.256,0.109,3,0.173,0.48,0.133,1
0.543,12,0.692,0.868,1,0.064,0.472,0.261,2
0.813,40,0.369,0.143,3,0.173,0.264,0.4,7
0.699,22,0.1,0.157,1,0.477,0.508,0.156,1
0.58,32,0.226,0.296,3,0.501,0.614,0.489,2
0.663,31,0.514,0.259,3,0.155,0.693,0.892,1
0.579,13,0.5,0.167,3,0.261,0.76,0.594,2
0.545,33,0.076,0.027,3,0.152,0.398,0.119,2
0.709,22,0.319,0.52,2,0.116,0.697,0.564,1
0.628,31,0.469,0.203,3,0.125,0.417,0.081,1
0.408,12,0.219,0.853,1,0.195,0.634,0.942,2
0.539,31,0.073,0.144,3,0.356,0.61,0,2
0.61,22,0.129,0.207,3,0.204,0.575,0.008,1
0.421,31,0.247,0.087,3,0.068,0.744,0.817,5
0.695,22,0.273,0.078,3,0.5,0.673,0.931,1
0.591,29,0.862,0.558,1,0.28,0.331,0.333,2
0.42,32,0.309,0.278,3,0.15,0.535,0.064,6
0.635,33,0.602,0.166,3,0.672,0.638,0.536,2
0.419,12,0.214,0.485,1,0.11,0.543,0.125,2
0.576,12,0.747,0.735,1,0.441,0.555,0.3,2
0.445,20,0.323,0.209,1,0.021,0.524,0.131,2
0.597,33,0.454,0.11,3,0.15,0.28,0.247,1
0.665,23,0.16,0.268,2,0.279,0.508,0.364,1
0.535,30,0.809,0.334,1,0.24,0.744,0.672,2
0.546,29,0.101,0.275,1,0,0.575,0.094,2
0.534,29,0.451,0.293,1,0.122,0.756,0.858,2
0.722,35,0.348,0.066,3,0,0.547,0.142,7
0.575,24,0.142,0.48,3,0.231,0.618,0.978,1
0.671,29,0.834,0.443,1,0.305,0.665,0.569,2
0.635,23,0.295,0.114,3,0.096,0.614,0.986,1
0.636,23,0.212,0.315,3,0.129,0.681,0.672,1
0.586,23,0.376,0.41,1,0,0.579,0.375,1
0.582,34,0.39,0.16,3,0.734,0.472,0.336,2
0.448,29,0.019,0.181,1,0.086,0.252,0.217,5
0.37,30,0.253,0.648,1,0.021,0.469,0.231,2
0.615,23,0.147,0.281,1,0.021,0.626,0.914,1
0.777,39,0.438,0.268,3,0.495,0.614,0,7
0.735,23,0.138,0.193,2,0.245,0.709,0.881,1
0.47,20,0.483,0.847,1,0,0.453,0.169,2
0.549,29,0.475,0.243,1,0.168,0.563,0.125,2
0.545,32,0.268,0.03,3,0.021,0.496,0.392,2
0.764,31,0.174,0.115,2,0.567,0.614,0.992,1
0.593,29,0.262,0.517,1,0.156,0.209,0.3,1
0.688,22,0.22,0.373,1,0.107,0.382,0.286,1
0.61,23,0.206,0.439,3,0,0.563,0.164,1
0.649,22,0.602,0.472,1,0.043,0.598,0.022,1
0.584,13,0.4,0.151,3,0.236,0.685,0.558,2
0.625,23,0.337,0.115,3,0.15,0.72,0.814,1
0.63,32,0.3,0.335,3,0.381,0.579,0.092,1
0.654,22,0.151,0.144,1,0.236,0.492,0.036,1
0.552,13,0.405,0.159,3,0.193,0.756,0.594,2
0.659,23,0.522,0.227,1,0,0.614,0,1
0.229,10,0.215,0.137,4,0.129,0.374,0.033,3
0.278,10,0.115,0.148,3,0.064,0.311,0.192,6
0.562,30,0.707,0.098,1,0.068,0.571,0.461,2
0.452,13,0.464,0.23,3,0.308,0.669,0.553,2
0.467,13,0.29,0.151,3,0.061,0.386,0.358,5
0.566,30,0.072,0.176,1,0.365,0.677,0.939,2
0.673,32,0.15,0.152,2,0.021,0.512,0.075,1
0.434,29,0.297,0.357,1,0.122,0.72,0.911,2
0.648,32,0.312,0.181,3,0.317,0.567,0.003,1
0.557,32,0.238,0.326,3,0.116,0.465,0.339,2
0.209,10,0.192,0.15,4,0.077,0.756,0.903,3
0.357,29,0.232,0.636,1,0.021,0.61,0.978,2
0.494,12,0.388,0.375,1,0.077,0.587,0.125,2
0.34,12,0.063,0.074,1,0.129,0.39,0.231,2
0.472,31,0.256,0.094,3,0.192,0.441,0.219,5
0.424,29,0.149,0.271,1,0.322,0.638,0.956,2
0.739,32,0.134,0.21,3,0.323,0.669,0.636,7
0.306,6,0.181,0.081,4,0.408,0.469,0.075,3
0.422,29,0.276,0.254,1,0.096,0.634,0.967,2
0.642,22,0.647,0.276,1,0.077,0.575,0.386,1
0.609,32,0.327,0.329,3,0.538,0.472,0.153,1
0.688,22,0.099,0.245,2,0.243,0.626,0.969,1
0.58,32,0.364,0.122,3,0.13,0.614,0.483,2
0.376,2,0.254,0.213,3,0.11,0.665,0.55,3
0.553,31,0.416,0.208,3,0.193,0.717,0.853,2
0.55,29,0.738,0.595,1,0.228,0.665,0.781,2
0.575,29,0.816,0.828,1,0.699,0.669,0.722,2
0.506,4,0.152,0.41,3,0.15,0.551,0.478,5
0.727,32,0.105,0.128,3,0.494,0.748,0.778,1
0.622,29,0.717,0.248,1,0.243,0.358,0.203,1
0.598,20,0.913,0.459,1,0.308,0.559,0.467,2
0.669,22,0.775,0.331,1,0.089,0.606,0.006,1
0.581,32,0.137,0.09,3,0.221,0.646,0.942,2
0.61,30,0.319,0.185,1,0.021,0.433,0.181,1
0.584,29,0.825,0.737,1,0.51,0.768,0.75,2
0.636,29,0.267,0.153,1,0.304,0.555,0.492,2
0.611,33,0.448,0.228,3,0.734,0.492,0.442,2
0.618,30,0.323,0.193,1,0.077,0.484,0.125,1
0.298,6,0.161,0.114,4,0.251,0.587,0.094,3
0.611,22,0.731,0.369,1,0.173,0.587,0.056,1
0.569,29,0.639,0.009,1,0.077,0.461,0.233,2
0.267,2,0.152,0.229,3,0.107,0.539,0.45,3
0.562,29,0.067,0.233,1,0.068,0.303,0.331,1
0.553,29,0.761,0.622,1,0.271,0.429,0.375,2
0.674,23,0.212,0.058,3,0.173,0.697,0.839,1
0.506,12,0.432,0.404,1,0.13,0.567,0.319,2
0.447,12,0.392,0.746,1,0.089,0.535,0.092,2
0.248,10,0.194,0.055,4,0.021,0.882,0.767,6
0.543,29,0.761,0.276,1,0.429,0.752,0.769,2
0.706,22,0.416,0.082,3,0.043,0.772,0.683,1
0.63,33,0.451,0.322,3,0.733,0.579,0.5,2
0.677,23,0.339,0.201,3,0.116,0.591,0.461,1
0.497,12,0.386,0.365,1,0.107,0.52,0.094,2
0.543,11,0.16,0.344,3,0.528,0.445,0.167,2
0.442,12,0.199,0.299,1,0.064,0.528,0.425,2
0.558,30,0.582,0.335,1,0.198,0.713,0.908,2
0.615,23,0.092,0.204,1,0.152,0.571,0.433,1
0.469,12,0.237,0.147,1,0.387,0.484,0.225,2
0.536,12,0.487,0.651,1,0.195,0.528,0.239,2
0.359,33,0.167,0.097,3,0.043,0.827,0.839,6
0.509,12,0.5,0.416,1,0.215,0.547,0.078,2
0.644,23,0.108,0.319,2,0.091,0.598,0.472,1
0.671,29,0.433,0.686,1,0,0.591,0.375,1
0.55,29,0.748,0.272,1,0.376,0.701,0.875,2
0.297,2,0.13,0.024,4,0.089,0.724,0.772,6
0.449,30,0.021,0.217,1,0.096,0.126,0.186,5
0.553,29,0.79,0.565,1,0.344,0.827,0.664,2
0.616,22,0.136,0.258,3,0.129,0.465,0.108,1
0.636,32,0.347,0.188,3,0.505,0.717,0.833,1
0.477,29,0.238,0.378,1,0.152,0.618,0.981,2
0.648,22,0.608,0.474,1,0.021,0.717,0.856,1
0.649,22,0.13,0.135,2,0.107,0.622,0.981,1
0.347,10,0.179,0.237,3,0.077,0.382,0.083,6
0.611,24,0.144,0.194,3,0.096,0.358,0.169,1
0.678,29,0.507,0.589,1,0.399,0.598,0,1
0.484,13,0.278,0.242,3,0.129,0.819,0.703,5
0.55,23,0.647,0.607,1,0.213,0.413,0.1,1
0.45,31,0.173,0.331,3,0.043,0.465,0.122,2
0.678,22,0.606,0.28,3,0.021,0.63,0.972,1
0.339,4,0.08,0.18,3,0.413,0.256,0.336,3
0.715,33,0.319,0.299,2,0.116,0.677,0.911,1
0.591,22,0.084,0.172,1,0.107,0.606,0.375,1
0.679,23,0.076,0.243,1,0.163,0.429,0.189,1
0.588,29,0.386,0.039,1,0.258,0.681,0.772,1
0.273,10,0.129,0.081,4,0.043,0.559,0.997,6
0.708,38,0.695,0.004,1,0.116,0.594,0.003,1
0.453,10,0.353,0.295,3,0.289,0.201,0.286,3
0.518,30,0.493,0.506,1,0.15,0.626,0.525,2
0.148,1,0.025,0.088,4,0,0.358,0.283,4
0.662,30,0.536,0.453,1,0.043,0.516,0.425,1
0.525,12,0.599,0.876,1,0.251,0.528,0.175,2
0.714,29,0.76,0.152,1,0.317,0.567,0.281,1
0.56,29,0.801,0.752,1,0.404,0.744,0.711,2
0.653,22,0.577,0.16,3,0.077,0.634,0.967,1
0.561,32,0.292,0.311,3,0.369,0.665,0.594,2
0.557,12,0.167,0.273,1,0.375,0.535,0.236,2
0.44,12,0.328,0.787,1,0.24,0.524,0.161,2
0.565,29,0.823,0.504,1,0.453,0.724,0.711,2
0.702,31,0.406,0.469,3,0.51,0.551,0.056,1
0.687,29,0.332,0.415,1,0.021,0.587,0.458,7
0.549,33,0.268,0.381,3,0.129,0.728,0.906,2
0.638,33,0.363,0.427,3,0.349,0.591,0.5,2
0.408,29,0.245,0.74,1,0.107,0.575,0.094,2
0.738,35,0.641,0.476,3,0.061,0.724,0.683,7
0.64,29,0.75,0.13,1,0.472,0.728,0.853,2
0.66,32,0.403,0.121,3,0.183,0.693,0.589,2
0.137,10,0.076,0.044,4,0.064,0.665,0.947,3
0.751,32,0.143,0.302,3,0.221,0.657,0.786,7
0.675,23,0.428,0.205,3,0.091,0.728,0.725,1
0.573,30,0.78,0.405,1,0.465,0.539,0.35,2
0.721,39,0.277,0.303,1,0.219,0.406,0.1,1
0.689,23,0.097,0.105,2,0.365,0.78,0.828,1
0.548,10,0.434,0.123,3,0.584,0.583,0.025,2
0.693,23,0.495,0.579,1,0.487,0.583,0.05,1
0.425,30,0.015,0.277,1,0.068,0.283,0.167,5
0.697,24,0.323,0.328,3,0.475,0.48,0.089,1
0.343,10,0.172,0.159,3,0.089,0.677,0.931,6
0.705,32,0.477,0.274,3,0.501,0.661,0.933,1
0.634,30,0.708,0.412,1,0.232,0.461,0.142,1
0.353,4,0.166,0.256,3,0.089,0.571,0.481,3
0.681,23,0.565,0.325,1,0.745,0.63,0.969,1
0.767,38,0.183,0.239,3,0.611,0.63,0.969,7
0.728,23,0.105,0.16,2,0.538,0.713,0.669,1
0.717,38,0.427,0.272,3,0.107,0.476,0.175,7
0.705,24,0.095,0.029,2,0.375,0.717,0.853,1
0.543,12,0.647,0.733,1,0.425,0.461,0.15,2
0.545,30,0.655,0.795,1,0.125,0.37,0.303,2
0.652,22,0.061,0.243,2,0.288,0.701,0.925,1
0.534,29,0.774,0.597,1,0.091,0.39,0.203,2
0.548,33,0.194,0.374,3,0.432,0.555,0.036,2
0.624,24,0.54,0.114,3,0.198,0.724,0.914,1
0.452,12,0.418,0.322,1,0.077,0.48,0.269,2
0.565,29,0.227,0.227,1,0.116,0.48,0.214,2
0.581,23,0.415,0.202,1,0.043,0.583,0.044,1
0.628,29,0.291,0.283,1,0.136,0.602,0.025,1
0.099,10,0.021,0.083,4,0.061,0.878,0.8,3
0.613,33,0.612,0.181,3,0.701,0.709,0.572,2
0.57,29,0.4,0.901,1,0.077,0.433,0.225,1
0.543,12,0.484,0.309,1,0.262,0.472,0.294,2
0.525,29,0.416,0.295,1,0.395,0.547,0.058,2
0.663,23,0.293,0.247,3,0.068,0.531,0.183,1
0.596,24,0.163,0.03,3,0.203,0.602,0.003,1
0.54,30,0.057,0.187,1,0.275,0.693,0.931,2
0.676,22,0.178,0.03,1,0.329,0.469,0.075,1
0.653,24,0.509,0.456,3,0.173,0.693,0.917,1
0.714,31,0.295,0.144,3,0.304,0.571,0.003,1
0.388,20,0.104,0.164,1,0.129,0.425,0.236,2
0.608,24,0.158,0.009,3,0.155,0.48,0.089,1
0.627,23,0.14,0.251,1,0,0.551,0.333,1
0.356,2,0.184,0.205,3,0.261,0.575,0.3,5
0.264,2,0.182,0.166,4,0.155,0.272,0.225,3
0.627,30,0.401,0.475,1,0.03,0.516,0.114,1
0.515,29,0.426,0.309,1,0.155,0.744,0.864,2
0.608,23,0.371,0.493,1,0.03,0.543,0.419,1
0.651,33,0.323,0.433,3,0.091,0.35,0.35,1
0.574,29,0.409,0.216,1,0,0.587,0.05,1
0.61,33,0.448,0.186,3,0.885,0.594,0.508,2
0.679,38,0.347,0.373,1,0.03,0.429,0.3,7
0.435,12,0.303,0.197,1,0.077,0.504,0.325,2
0.575,29,0.779,0.846,1,0.623,0.614,0.5,2
0.617,29,0.171,0.13,1,0.451,0.236,0.211,1
0.482,11,0.149,0.372,3,0.259,0.461,0.339,2
0.537,30,0.81,0.494,1,0.177,0.48,0.378,2
0.653,23,0.041,0.27,3,0.365,0.567,0.464,2
0.663,29,0.812,0.109,1,0.41,0.543,0.1,1
0.433,10,0.351,0.305,3,0.271,0.335,0.339,3
0.565,29,0.718,0.657,1,0.137,0.657,0.594,2
0.629,23,0.18,0.185,3,0.261,0.709,0.75,1
0.594,23,0.3,0.193,1,0.061,0.382,0.311,1
0.687,24,0.426,0.111,3,0.417,0.531,0.058,1
0.384,2,0.158,0.122,3,0.116,0.665,0.567,3
0.315,6,0.025,0.255,4,0.195,0.571,0.028,3
0.126,10,0.052,0.066,4,0.125,0.646,0.958,3
0.648,33,0.45,0.34,3,0.773,0.35,0.386,2
0.376,9,0.143,0.077,1,0.021,0.543,0.053,2
0.699,22,0.587,0.257,3,0.152,0.776,0.8,1
